policy,request_id,arrival_ms,first_start_ms,completion_ms,latency_ms,first_wait_ms,deadline_ms,service_class,slo_miss,canvas
arrival_dense,0,0.0,0.0,3291.245305998018,3291.245305998018,0.0,20000.0,interactive_short,False,32
arrival_dense,1,23426.633179283737,23426.633179283737,26717.878485281755,3291.245305998018,0.0,43426.63317928374,interactive_short,False,32
arrival_dense,2,31314.193591454783,31314.193591454783,34605.4388974528,3291.2453059980144,0.0,51314.19359145478,interactive_short,False,32
arrival_dense,3,49307.777464750834,49307.777464750834,52599.02277074885,3291.245305998018,0.0,69307.77746475083,interactive_short,False,32
arrival_dense,4,58042.71395176844,58042.71395176844,61724.74965017833,3682.0356984098908,0.0,78042.71395176844,interactive_short,False,32
arrival_dense,5,59645.50230345718,59674.02684256746,63508.583836188394,3863.0815327312157,28.524539110279875,79645.50230345718,interactive_short,False,32
arrival_dense,6,61008.8041511719,61019.72631622417,64741.89919758434,3733.09504641244,10.922165052274067,81008.8041511719,interactive_short,False,32
arrival_dense,7,64694.231462389835,64710.60386098767,68004.52497918237,3310.293516792539,16.372398597835854,84694.23146238984,interactive_short,False,32
arrival_dense,8,87618.7464539721,87618.7464539721,90909.99175997011,3291.245305998018,0.0,107618.7464539721,interactive_short,False,32
arrival_dense,9,103521.09644092273,103521.09644092273,106812.34174692075,3291.245305998018,0.0,123521.09644092273,interactive_short,False,32
arrival_dense,10,123232.53578001732,123232.53578001732,126523.78108601534,3291.245305998018,0.0,143232.53578001732,interactive_short,False,32
arrival_dense,11,146151.4244538608,146151.4244538608,149528.29575015273,3376.871296291938,0.0,166151.4244538608,interactive_short,False,32
arrival_dense,12,148509.61667575076,148526.84497905936,151951.88089489163,3442.2642191408668,17.228303308598697,168509.61667575076,interactive_short,False,32
arrival_dense,13,151380.169221488,151388.5648361516,154939.36392522807,3559.194703740068,8.395614663604647,171380.169221488,interactive_short,False,32
arrival_dense,14,152464.86289361454,152467.03233409132,155969.66680362745,3504.80391001291,2.169440476776799,172464.86289361454,interactive_short,False,32
arrival_dense,15,167611.425337719,167611.425337719,170902.67064371702,3291.245305998018,0.0,187611.425337719,interactive_short,False,32
arrival_dense,16,189164.69515790572,189164.69515790572,192455.94046390374,3291.245305998018,0.0,209164.69515790572,interactive_short,False,32
arrival_dense,17,194379.81013739476,194379.81013739476,197671.05544339278,3291.245305998018,0.0,214379.81013739476,interactive_short,False,32
arrival_dense,18,204073.07373168544,204073.07373168544,207514.1645206978,3441.090789012378,0.0,224073.07373168544,interactive_short,False,32
arrival_dense,19,205751.9757076024,205761.62567128442,209202.7164602968,3450.7407526944007,9.649963682022644,225751.9757076024,interactive_short,False,32
arrival_dense,20,232327.59274872325,232327.59274872325,235618.83805472127,3291.245305998018,0.0,252327.59274872325,interactive_short,False,32
arrival_dense,21,252323.2326383261,252323.2326383261,255614.4779443241,3291.245305998018,0.0,272323.2326383261,interactive_short,False,32
arrival_dense,22,289706.4647876418,289706.4647876418,292997.7100936398,3291.245305998018,0.0,309706.4647876418,interactive_short,False,32
arrival_dense,23,306354.47640524525,306354.47640524525,309645.72171124327,3291.245305998018,0.0,326354.47640524525,interactive_short,False,32
arrival_dense,24,327675.83075189835,327675.83075189835,340372.9459717426,12697.115219844272,0.0,427675.83075189835,interactive_long,False,256
arrival_dense,25,327926.81791174674,327965.47748228407,340487.42406934255,12560.606157595816,38.65957053733291,347926.81791174674,interactive_short,False,32
arrival_dense,26,341266.28406705445,341266.28406705445,344557.5293730525,3291.245305998018,0.0,361266.28406705445,interactive_short,False,32
arrival_dense,27,345303.7319732829,345303.7319732829,348594.9772792809,3291.245305998018,0.0,365303.7319732829,interactive_short,False,32
arrival_dense,28,372013.57207213715,372013.57207213715,375304.81737813517,3291.245305998018,0.0,392013.57207213715,interactive_short,False,32
arrival_dense,29,388220.33731611405,388220.33731611405,391511.58262211207,3291.245305998018,0.0,408220.33731611405,interactive_short,False,32
arrival_dense,30,408176.0503259419,408176.0503259419,411467.2956319399,3291.245305998018,0.0,428176.0503259419,interactive_short,False,32
arrival_dense,31,424822.8780803353,424822.8780803353,428130.1782595134,3307.300179178128,0.0,444822.8780803353,interactive_short,False,32
arrival_dense,32,427926.3235830694,427942.4062399334,431249.7064191115,3323.3828360421467,16.082656864018645,447926.3235830694,interactive_short,False,32
arrival_dense,33,443408.5527798298,443408.5527798298,455633.26024602493,12224.707466195105,0.0,543408.5527798298,interactive_long,False,256
arrival_dense,34,444552.5163461954,444567.1397013727,456091.17263642466,11538.656290229235,14.62335517728934,464552.5163461954,interactive_short,False,32
arrival_dense,35,465122.80490767374,465122.80490767374,468414.05021367176,3291.245305998018,0.0,485122.80490767374,interactive_short,False,32
arrival_dense,36,484683.9528997038,484683.9528997038,488047.4451350123,3363.492235308513,0.0,504683.9528997038,interactive_short,False,32
arrival_dense,37,487199.8167778764,487202.4710469023,490565.9632822108,3366.146504334407,2.654269025893882,507199.8167778764,interactive_short,False,32
arrival_dense,38,504159.9436579162,504159.9436579162,507451.18896391423,3291.245305998018,0.0,524159.9436579162,interactive_short,False,32
arrival_dense,39,510327.4220864302,510327.4220864302,513618.6673924282,3291.245305998018,0.0,530327.4220864302,interactive_short,False,32
arrival_dense,40,513968.6030904206,513968.6030904206,517259.8483964186,3291.245305998018,0.0,533968.6030904206,interactive_short,False,32
arrival_dense,41,529832.9239242688,529832.9239242688,533455.394445992,3622.470521723153,0.0,549832.9239242688,interactive_short,False,32
arrival_dense,42,532415.392785721,532437.3006446672,537057.168588302,4641.775802580989,21.907858946244232,552415.392785721,interactive_short,False,32
arrival_dense,43,532654.8821332838,532656.3680008439,537276.2359444787,4621.353811194887,1.4858675601426512,552654.8821332838,interactive_short,False,32
arrival_dense,44,534800.80665138,534801.0939196487,539012.1380938544,4211.331442474388,0.2872682686429471,554800.80665138,interactive_short,False,32
arrival_dense,45,538779.6748792193,538793.0707376777,542103.0467290526,3323.371849833289,13.395858458476141,558779.6748792193,interactive_short,False,32
arrival_dense,46,558756.6641642567,558756.6641642567,562047.9094702547,3291.245305998018,0.0,578756.6641642567,interactive_short,False,32
arrival_dense,47,592835.592843646,592835.592843646,596126.838149644,3291.245305998018,0.0,612835.592843646,interactive_short,False,32
arrival_dense,48,596108.4880131491,596126.838149644,599418.083455642,3309.595442492864,18.350136494846083,616108.4880131491,interactive_short,False,32
arrival_dense,49,606366.2448322171,606366.2448322171,609657.4901382151,3291.245305998018,0.0,626366.2448322171,interactive_short,False,32
arrival_dense,50,611469.1422453179,611469.1422453179,614760.387551316,3291.245305998018,0.0,631469.1422453179,interactive_short,False,32
arrival_dense,51,651181.3999550084,651181.3999550084,654472.6452610064,3291.245305998018,0.0,671181.3999550084,interactive_short,False,32
arrival_dense,52,658864.7577106205,658864.7577106205,662156.0030166185,3291.245305998018,0.0,678864.7577106205,interactive_short,False,32
arrival_dense,53,686872.523083273,686872.523083273,699057.863236664,12185.340153391007,0.0,786872.523083273,interactive_long,False,256
arrival_dense,54,688098.0617716468,688103.5216874123,699544.3951514637,11446.333379816846,5.459915765444748,708098.0617716468,interactive_short,False,32
