policy,request_id,arrival_ms,first_start_ms,completion_ms,latency_ms,first_wait_ms,service_ms,inter_iteration_delay_ms,dispatches,canvas,deadline_ms,service_class,slo_miss
arrival_dense,0,0.0,0.0,540.1069381332491,540.1069381332491,0.0,540.1069381332491,0.0,16,32,20000.0,interactive_short,False
arrival_dense,1,925.2833673237534,925.2833673237534,1391.0211693002552,465.7378019765018,0.0,465.73780197650194,-1.1368683772161603e-13,16,32,20925.283367323755,interactive_short,False
arrival_dense,2,1673.3377834459232,1673.3377834459232,3401.215784469706,1727.8780010237826,0.0,1727.8780010237824,2.2737367544323206e-13,16,32,21673.337783445924,interactive_short,False
arrival_dense,3,1803.4024122012502,1819.0096004252252,4845.618467472114,3042.216055270864,15.607188223975072,3026.608867046889,0.0,16,32,21803.40241220125,interactive_short,False
arrival_dense,4,1819.71578961132,1911.283150445989,5147.060148490446,3327.3443588791265,91.56736083466899,3235.7769980444573,0.0,16,32,21819.71578961132,interactive_short,False
arrival_dense,5,2009.2148113906542,2038.6061824535416,6153.22525448547,4144.010443094816,29.3913710628874,4114.619072031928,0.0,16,32,22009.214811390655,interactive_short,False
arrival_dense,6,2165.025227937358,2226.314326442399,7243.365409478166,5078.340181540808,61.28909850504078,5017.051083035767,0.0,16,256,102165.02522793735,interactive_long,False
arrival_dense,7,2283.5088348716827,2493.009577432268,7337.954398491739,5054.445563620056,209.50074256058542,4844.944821059471,0.0,16,32,22283.50883487168,interactive_short,False
arrival_dense,8,3715.069487498412,3939.6689494749,7818.015763463073,4102.946275964661,224.59946197648787,3878.3468139881734,0.0,16,32,23715.06948749841,interactive_short,False
arrival_dense,9,4760.29091075436,4845.618467472114,8108.9978954548415,3348.7069847004814,85.3275567177543,3263.379427982727,0.0,16,32,24760.29091075436,interactive_short,False
arrival_dense,10,4949.2240628752925,5147.060148490446,8205.035869453888,3255.8118065785957,197.83608561515393,3057.975720963441,9.094947017729282e-13,16,32,24949.22406287529,interactive_short,False
arrival_dense,11,5481.965645171785,5751.570280510087,9050.442588442558,3568.4769432707735,269.6046353383026,3298.87230793247,9.094947017729282e-13,16,32,25481.965645171786,interactive_short,False
arrival_dense,12,5733.75156084558,5751.570280510087,9050.442588442558,3316.6910275969785,17.818719664507626,3298.87230793247,9.094947017729282e-13,16,32,25733.75156084558,interactive_short,False
arrival_dense,13,6963.649392422645,7243.365409478166,10669.256044478709,3705.6066520560635,279.71601705552075,3425.890635000542,9.094947017729282e-13,16,32,26963.649392422645,interactive_short,False
arrival_dense,14,7270.680491259453,7337.954398491739,11113.438671498181,3842.7581802387276,67.27390723228564,3775.484273006441,9.094947017729282e-13,16,32,27270.680491259453,interactive_short,False
arrival_dense,15,7424.541368399712,7429.861897471447,11515.82648749146,4091.285119091748,5.320529071735109,4085.964590020012,9.094947017729282e-13,16,32,27424.54136839971,interactive_short,False
arrival_dense,16,7566.139116298556,7620.4677204802565,12243.027428470406,4676.888312171851,54.32860418170094,4622.559707990149,9.094947017729282e-13,16,32,27566.139116298556,interactive_short,False
arrival_dense,17,7978.186512353906,8010.072523451264,13515.089668464236,5536.903156110329,31.88601109735737,5505.017145012971,9.094947017729282e-13,16,32,27978.186512353906,interactive_short,False
arrival_dense,18,8130.594936963502,8205.035869453888,14408.530752479885,6277.935815516383,74.44093249038633,6203.494883025996,0.0,16,256,108130.5949369635,interactive_long,False
arrival_dense,19,8569.834758022662,8606.12856245981,14898.524097472284,6328.689339449622,36.29380443714763,6292.395535012474,0.0,16,32,28569.834758022662,interactive_short,False
arrival_dense,20,9710.358526167056,9777.026336479787,16627.4732594463,6917.1147332792425,66.66781031273058,6850.446922966512,0.0,16,256,109710.35852616705,interactive_long,False
arrival_dense,21,9965.272008413487,10179.362084468914,17223.37665244387,7258.104644030382,214.09007605542683,7044.014567974955,0.0,16,32,29965.272008413485,interactive_short,False
arrival_dense,22,10089.067466738696,10179.362084468914,17223.37665244387,7134.309185705173,90.2946177302183,7044.014567974955,0.0,16,32,30089.067466738696,interactive_short,False
arrival_dense,23,13092.378183037934,13151.036002483772,21833.819692473946,8741.441509436012,58.65781944583796,8682.783689990174,0.0,16,32,33092.37818303793,interactive_short,False
arrival_dense,24,13448.569986676892,13515.089668464236,22527.848174460552,9079.27818778366,66.51968178734387,9012.758505996317,0.0,16,256,113448.56998667688,interactive_long,False
arrival_dense,25,13496.225253274672,13515.089668464236,22527.848174460552,9031.62292118588,18.86441518956417,9012.758505996317,0.0,16,32,33496.22525327467,interactive_short,False
arrival_dense,26,13520.356502077619,13916.670973456086,23169.492253465898,9649.13575138828,396.3144713784677,9252.821280009812,0.0,16,32,33520.356502077615,interactive_short,False
arrival_dense,27,13578.426331270277,13916.670973456086,23169.492253465898,9591.065922195621,338.2446421858094,9252.821280009812,0.0,16,32,33578.426331270275,interactive_short,False
arrival_dense,28,14072.113029852562,14408.530752479885,23864.454628477426,9792.341598624864,336.4177226273223,9455.923875997541,0.0,16,256,114072.11302985257,interactive_long,False
