policy,request_id,arrival_ms,first_start_ms,completion_ms,latency_ms,first_wait_ms,service_ms,inter_iteration_delay_ms,dispatches,canvas,deadline_ms,service_class,slo_miss
arrival_dense,0,0.0,0.0,540.5904180952348,540.5904180952348,0.0,540.5904180952348,0.0,16,32,20000.0,interactive_short,False
arrival_dense,1,925.2833673237534,925.2833673237534,1390.8919753595897,465.60860803583626,0.0,465.60860803583637,-1.1368683772161603e-13,16,32,20925.283367323755,interactive_short,False
arrival_dense,2,1673.3377834459232,1673.3377834459232,2890.451198516267,1217.113415070344,0.0,1217.1134150703438,2.2737367544323206e-13,16,32,21673.337783445924,interactive_short,False
arrival_dense,3,1803.4024122012502,1819.1761814666377,3367.3639225159704,1563.9615103147203,15.7737692653875,1548.1877410493325,2.2737367544323206e-13,16,32,21803.40241220125,interactive_short,False
arrival_dense,4,1819.71578961132,1911.044338470411,3449.4278255294475,1629.7120359181276,91.32854885909114,1538.3834870590363,2.2737367544323206e-13,16,64,51819.71578961132,interactive_medium,False
arrival_dense,5,2009.2148113906542,2063.455750481545,3598.4856385473095,1589.2708271566553,54.240939090890606,1535.0298880657647,0.0,16,32,22009.214811390655,interactive_short,False
arrival_dense,6,2165.025227937358,2223.5236924750197,3683.8525845521062,1518.8273566147482,58.498464537661675,1460.3288920770865,0.0,16,64,52165.02522793736,interactive_medium,False
arrival_dense,7,2283.5088348716827,2317.0774804745733,3714.038074554729,1430.5292396830464,33.56864560289068,1396.9605940801557,0.0,16,32,22283.50883487168,interactive_short,False
arrival_dense,8,3715.069487498412,3715.069487498412,4181.096346478015,466.0268589796033,0.0,466.0268589796033,0.0,16,32,23715.06948749841,interactive_short,False
arrival_dense,9,4760.29091075436,4760.29091075436,5252.530503729598,492.23959297523834,0.0,492.23959297523834,0.0,16,32,24760.29091075436,interactive_short,False
arrival_dense,10,4949.2240628752925,4964.081863729756,5457.810737719068,508.58667484377565,14.857800854463676,493.728873989312,0.0,16,32,24949.22406287529,interactive_short,False
arrival_dense,11,5481.965645171785,5481.965645171785,5966.821403168923,484.8557579971384,0.0,484.8557579971384,0.0,16,32,25481.965645171786,interactive_short,False
arrival_dense,12,5733.75156084558,5743.753404166399,6230.0014211641055,496.24986031852586,10.001843320819717,486.24801699770615,0.0,16,32,25733.75156084558,interactive_short,False
arrival_dense,13,6963.649392422645,6963.649392422645,7443.762616432628,480.11322400998324,0.0,480.11322400998324,0.0,16,32,26963.649392422645,interactive_short,False
arrival_dense,14,7270.680491259453,7283.996808433563,7876.620849452571,605.9403581931174,13.316317174109827,592.6240410190076,0.0,16,32,27270.680491259453,interactive_short,False
arrival_dense,15,7424.541368399712,7443.762616432628,8047.884749485071,623.3433810853585,19.221248032916264,604.1221330524422,0.0,16,32,27424.54136839971,interactive_short,False
arrival_dense,16,7566.139116298556,7571.87295746187,8220.628433486105,654.4893171875492,5.733841163314537,648.7554760242347,0.0,16,32,27566.139116298556,interactive_short,False
arrival_dense,17,7978.186512353906,8005.590571472545,8764.225049442735,786.0385370888289,27.404059118638543,758.6344779701903,0.0,16,32,27978.186512353906,interactive_short,False
arrival_dense,18,8130.594936963502,8144.694492486429,8939.192960449851,808.5980234863491,14.099555522927403,794.4984679634217,0.0,16,64,58130.594936963505,interactive_medium,False
arrival_dense,19,8569.834758022662,8611.999814431307,9232.43032044045,662.5955624177877,42.16505640864489,620.4305060091428,0.0,16,32,28569.834758022662,interactive_short,False
arrival_dense,20,9710.358526167056,9710.358526167056,10422.774036169812,712.4155100027565,0.0,712.4155100027565,0.0,16,64,59710.35852616705,interactive_medium,False
arrival_dense,21,9965.272008413487,9989.439173181836,10711.501442174722,746.2294337612348,24.167164768348812,722.062268992886,0.0,16,32,29965.272008413485,interactive_short,False
arrival_dense,22,10089.067466738696,10120.516864192268,10799.863810202169,710.796343463473,31.4493974535726,679.3469460099004,0.0,16,32,30089.067466738696,interactive_short,False
arrival_dense,23,13092.378183037934,13092.378183037934,13818.442945080304,726.0647620423697,0.0,726.0647620423697,0.0,16,32,33092.37818303793,interactive_short,False
arrival_dense,24,13448.569986676892,13470.692448087928,16059.517126096605,2610.9471394197135,22.122461411036056,2588.8246780086774,0.0,16,128,63448.56998667689,interactive_medium,False
arrival_dense,25,13496.225253274672,13546.409659090412,16210.777521107073,2714.5522678324014,50.18440581574032,2664.367862016661,0.0,16,32,33496.22525327467,interactive_short,False
arrival_dense,26,13520.356502077619,13546.409659090412,16210.777521107073,2690.4210190294543,26.053157012793235,2664.367862016661,0.0,16,32,33520.356502077615,interactive_short,False
arrival_dense,27,13578.426331270277,13663.32424807754,16324.99390811702,2746.5675768467427,84.89791680726375,2661.669660039479,0.0,16,32,33578.426331270275,interactive_short,False
arrival_dense,28,14072.113029852562,14173.086073106813,16707.016653122108,2634.9036232695453,100.97304325425102,2533.9305800152943,0.0,16,64,64072.11302985256,interactive_medium,False
arrival_dense,29,14857.412445617798,14936.367361139699,17110.993255107158,2253.58080948936,78.95491552190106,2174.625893967459,0.0,16,32,34857.412445617796,interactive_short,False
arrival_dense,30,15131.641549509623,15313.659706126626,17260.87020011894,2129.2286506093187,182.01815661700311,1947.2104939923156,0.0,16,64,65131.64154950962,interactive_medium,False
arrival_dense,31,15164.45922067037,15313.659706126626,17260.87020011894,2096.410979448572,149.2004854562565,1947.2104939923156,0.0,16,64,65164.45922067037,interactive_medium,False
arrival_dense,32,15404.784705644572,15528.357535108651,17290.381681118586,1885.5969754740145,123.5728294640794,1762.024146009935,0.0,16,32,35404.784705644575,interactive_short,False
arrival_dense,33,18180.922665953716,18180.922665953716,19107.22543697952,926.3027710258029,0.0,926.3027710258029,0.0,16,128,68180.92266595372,interactive_medium,False
arrival_dense,34,18557.492658628948,18561.079770006785,19369.93842190745,812.4457632785015,3.587111377837573,808.858651900664,0.0,16,32,38557.49265862895,interactive_short,False
arrival_dense,35,20329.075550704398,20329.075550704398,20794.73264074502,465.6570900406223,0.0,465.6570900406223,0.0,16,32,40329.075550704394,interactive_short,False
arrival_dense,36,21314.92441292001,21314.92441292001,22041.866472911424,726.9420599914156,0.0,726.9420599914156,0.0,16,64,71314.92441292001,interactive_medium,False
