file,workload,arrival_rate_rps,refinement_steps,policy,throughput_rps,throughput_speedup,p95_latency_ms,p95_latency_ratio,p95_first_wait_ms,p95_service_ms,p95_inter_iteration_delay_ms,gpu_busy_fraction,gpu_time_ratio,mean_batch_size,partial_dispatch_ratio,token_coupling_waste_ratio,attention_coupling_waste_ratio,slo_miss_rate
mix90_r2_s16_summary.json,mix90,2.0,16,coarse_canvas_queue,1.790900452437709,1.1005446190874815,2841.151449017659,0.4127444559566619,763.7911390677887,1998.0866735902964,1225.339408032596,0.7800398217481055,0.8564462344115228,1.9430740037950665,0.9848197343453511,0.39473684210526316,0.35526315789473684,0.0
mix90_r2_s16_summary.json,mix90,2.0,16,exact_canvas_queue,1.822315324502533,1.1198496945668044,2102.753817228648,0.3054747330005631,984.4976533447839,1351.3343625672856,3.1263880373444214e-12,0.6740062861637944,0.7272692003476448,1.6981757877280266,0.9900497512437811,0.0,0.0,0.0
mix90_r2_s16_summary.json,mix90,2.0,16,exact_canvas_queue_wait,1.8212234611109643,1.1191787223870087,2127.690981041804,0.3090974459378555,1006.2414342012703,1312.0556349749677,2.2737367544323206e-13,0.6689811090284506,0.7222796748630246,1.7239057239057238,0.98989898989899,0.0,0.0,0.0
mix90_r2_s16_summary.json,mix90,2.0,16,exact_canvas_queue_bounded,1.8059298294434987,1.1097804758149978,1618.4347962890458,0.23511593854900525,71.1338747489611,1198.3056737226423,2.2737367544323206e-13,0.6882662836701968,0.7493943244497224,1.5538694992412747,1.0,0.0,0.0,0.0
highvar_r0p5_s16_summary.json,highvar,0.5,16,arrival_dense,0.471818689881579,1.0,2822.8371268651817,1.0,104.67826391972594,2729.2680192564144,0.0,0.32660098951101707,1.0,1.2533659730722153,1.0,0.19351303966688582,0.27240264571018924,0.0
highvar_r0p5_s16_summary.json,highvar,0.5,16,coarse_canvas_queue,0.4704102260667826,0.9970148197920056,2520.1625736917745,0.8927764728992588,915.4129063170925,2496.5502206032374,0.0,0.3746405452539858,1.1505239585708622,1.1824480369515011,1.0,0.294478527607362,0.39116262223831944,0.0
highvar_r0p5_s16_summary.json,highvar,0.5,16,exact_canvas_queue,0.47307694203515044,1.0026668128680685,1985.1707882562534,0.7032537475730405,1201.1513158616897,1550.1481970131863,0.0,0.3212951223686026,0.9811377724847934,1.080168776371308,1.0,0.0,0.0,0.0
highvar_r0p5_s16_summary.json,highvar,0.5,16,exact_canvas_queue_wait,0.47297752963997813,1.0024561124500813,2013.6054601939743,0.7133268303120712,1226.9757140037157,1555.5187860154547,0.0,0.32187517012240363,0.9831156541848548,1.0835978835978837,1.0,0.0,0.0,0.0
highvar_r0p5_s16_summary.json,highvar,0.5,16,exact_canvas_queue_bounded,0.4716569103438675,0.9996571150291819,2503.239032786514,0.8867812488942329,101.5916952245913,1616.8395998756725,1087.4874657471057,0.32385250105559416,0.9919246839528386,1.065556711758585,1.0,0.0,0.0,0.0
highvar_r2_s16_summary.json,highvar,2.0,16,arrival_dense,1.2647844134315918,1.0,18308.656814335733,1.0,8593.458892404768,12641.805789117643,9.094947017729282e-13,0.9908330281481272,1.0,8.677966101694915,0.4661016949152542,0.5362318840579711,0.6433529805671399,0.0
