cache_mode,schedule_mode,checkpoint_progress,checkpoint_index,block,inner_step,checkpoint_type,variant,removed_components,exact_intermediate,exact_final,checkpoint_bytes,full_checkpoint_bytes,export_to_cpu_ms,notes
dual,threshold,0.7435897435897436,87,2,28,inner_step,no_attention_mask,attention_mask,True,True,80217713,80218937,19.175690002157353,
dual,threshold,0.7435897435897436,87,2,28,inner_step,no_current_schedule,current_schedule,True,True,80218681,80218937,15.28336999763269,
dual,threshold,0.7435897435897436,87,2,28,inner_step,no_block_index,block_index,True,True,80218929,80218937,17.795243998989463,
dual,threshold,0.7435897435897436,87,2,28,inner_step,no_inner_step,inner_step,False,False,80218929,80218937,15.315361000830308,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
dual,threshold,0.7435897435897436,87,2,28,inner_step,no_cache_state,past_key_values,True,True,2873,80218937,5.686467993655242,
dual,threshold,0.7435897435897436,87,2,28,inner_step,no_replace_position,replace_position,True,True,80218784,80218937,16.67585899849655,
dual,threshold,0.7435897435897436,87,2,28,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,80218937,5.786667003121693,
dual,threshold,0.9914529914529915,116,3,28,inner_step,full,,True,True,80218937,80218937,16.979882995656226,
dual,threshold,0.9914529914529915,116,3,28,inner_step,no_attention_mask,attention_mask,True,True,80217713,80218937,17.65533900470473,
dual,threshold,0.9914529914529915,116,3,28,inner_step,no_current_schedule,current_schedule,True,True,80218681,80218937,14.123239001492038,
dual,threshold,0.9914529914529915,116,3,28,inner_step,no_block_index,block_index,True,True,80218929,80218937,16.572133004956413,
dual,threshold,0.9914529914529915,116,3,28,inner_step,no_inner_step,inner_step,False,False,80218929,80218937,14.171570997859817,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
dual,threshold,0.9914529914529915,116,3,28,inner_step,no_cache_state,past_key_values,True,True,2873,80218937,6.309513999440242,
dual,threshold,0.9914529914529915,116,3,28,inner_step,no_replace_position,replace_position,True,True,80218784,80218937,15.628670997102745,
dual,threshold,0.9914529914529915,116,3,28,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,80218937,6.191942004079465,
dual,quota,0.0,0,0,0,block_boundary,full,,True,True,2464,2464,0.09069099905900657,
dual,quota,0.0,0,0,0,block_boundary,no_attention_mask,attention_mask,True,True,1240,2464,0.06876000406919047,
dual,quota,0.0,0,0,0,block_boundary,no_current_schedule,current_schedule,True,True,2464,2464,0.08675300341565162,
dual,quota,0.0,0,0,0,block_boundary,no_block_index,block_index,True,True,2456,2464,0.08470999455312267,
dual,quota,0.0,0,0,0,block_boundary,no_inner_step,inner_step,True,True,2456,2464,0.08283599891001359,
dual,quota,0.0,0,0,0,block_boundary,no_cache_state,past_key_values,True,True,2464,2464,0.08443999831797555,
dual,quota,0.0,0,0,0,block_boundary,no_replace_position,replace_position,True,True,2464,2464,0.08268700184999034,
dual,quota,0.0,0,0,0,block_boundary,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2464,0.06597500032512471,
dual,quota,0.0078125,1,0,1,inner_step,full,,True,True,80218937,80218937,17.531475998112,
dual,quota,0.0078125,1,0,1,inner_step,no_attention_mask,attention_mask,True,True,80217713,80218937,17.898027996125165,
dual,quota,0.0078125,1,0,1,inner_step,no_current_schedule,current_schedule,True,True,80218681,80218937,13.959700998384506,
dual,quota,0.0078125,1,0,1,inner_step,no_block_index,block_index,True,True,80218929,80218937,16.571512998780236,
dual,quota,0.0078125,1,0,1,inner_step,no_inner_step,inner_step,True,True,80218929,80218937,10.034118000476155,
dual,quota,0.0078125,1,0,1,inner_step,no_cache_state,past_key_values,True,True,2873,80218937,9.78249200124992,
dual,quota,0.0078125,1,0,1,inner_step,no_replace_position,replace_position,True,True,80218784,80218937,17.212963997735642,
dual,quota,0.0078125,1,0,1,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,80218937,5.327449995093048,
dual,quota,0.015625,2,0,2,inner_step,full,,True,True,80218937,80218937,16.816757000924554,
dual,quota,0.015625,2,0,2,inner_step,no_attention_mask,attention_mask,True,True,80217713,80218937,19.228070006647613,
dual,quota,0.015625,2,0,2,inner_step,no_current_schedule,current_schedule,True,True,80218681,80218937,9.86403699789662,
dual,quota,0.015625,2,0,2,inner_step,no_block_index,block_index,True,True,80218929,80218937,9.643751000112388,
dual,quota,0.015625,2,0,2,inner_step,no_inner_step,inner_step,True,True,80218929,80218937,9.602743994037155,
dual,quota,0.015625,2,0,2,inner_step,no_cache_state,past_key_values,True,True,2873,80218937,9.332694004115183,
dual,quota,0.015625,2,0,2,inner_step,no_replace_position,replace_position,True,True,80218784,80218937,20.358093999675475,
dual,quota,0.015625,2,0,2,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,80218937,5.061828000179958,
dual,quota,0.0234375,3,0,3,inner_step,full,,True,True,80218937,80218937,20.285245998820756,
dual,quota,0.0234375,3,0,3,inner_step,no_attention_mask,attention_mask,True,True,80217713,80218937,21.599637999315746,
dual,quota,0.0234375,3,0,3,inner_step,no_current_schedule,current_schedule,True,True,80218681,80218937,15.06757400056813,
dual,quota,0.0234375,3,0,3,inner_step,no_block_index,block_index,True,True,80218929,80218937,20.177152000542264,
dual,quota,0.0234375,3,0,3,inner_step,no_inner_step,inner_step,True,True,80218929,80218937,14.480393998383079,
dual,quota,0.0234375,3,0,3,inner_step,no_cache_state,past_key_values,True,True,2873,80218937,6.1753819973091595,
dual,quota,0.0234375,3,0,3,inner_step,no_replace_position,replace_position,True,True,80218784,80218937,21.998963005898986,
dual,quota,0.0234375,3,0,3,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,80218937,5.59573699865723,
dual,quota,0.09375,12,0,12,inner_step,full,,True,True,80218937,80218937,20.255620998796076,
dual,quota,0.09375,12,0,12,inner_step,no_attention_mask,attention_mask,True,True,80217713,80218937,21.725787002651487,
dual,quota,0.09375,12,0,12,inner_step,no_current_schedule,current_schedule,True,True,80218681,80218937,14.27398500527488,
dual,quota,0.09375,12,0,12,inner_step,no_block_index,block_index,True,True,80218929,80218937,20.107500997255556,
dual,quota,0.09375,12,0,12,inner_step,no_inner_step,inner_step,True,True,80218929,80218937,10.23849400371546,
dual,quota,0.09375,12,0,12,inner_step,no_cache_state,past_key_values,True,True,2873,80218937,9.958474998711608,
dual,quota,0.09375,12,0,12,inner_step,no_replace_position,replace_position,True,True,80218784,80218937,20.664051997300703,
dual,quota,0.09375,12,0,12,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,80218937,5.42084600601811,
dual,quota,0.25,32,1,0,block_boundary,full,,True,True,2464,2464,0.0842789959278889,
dual,quota,0.25,32,1,0,block_boundary,no_attention_mask,attention_mask,True,True,1240,2464,0.060272999689914286,
dual,quota,0.25,32,1,0,block_boundary,no_current_schedule,current_schedule,True,True,2464,2464,0.07052299770293757,
dual,quota,0.25,32,1,0,block_boundary,no_block_index,block_index,True,True,2456,2464,0.08309700206154957,
dual,quota,0.25,32,1,0,block_boundary,no_inner_step,inner_step,True,True,2456,2464,0.07300799916265532,
dual,quota,0.25,32,1,0,block_boundary,no_cache_state,past_key_values,True,True,2464,2464,0.07360900053754449,
dual,quota,0.25,32,1,0,block_boundary,no_replace_position,replace_position,True,True,2464,2464,0.07626399747096002,
dual,quota,0.25,32,1,0,block_boundary,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2464,0.05991299985907972,
dual,quota,0.2578125,33,1,1,inner_step,full,,True,True,80218937,80218937,19.801272996119224,
dual,quota,0.2578125,33,1,1,inner_step,no_attention_mask,attention_mask,True,True,80217713,80218937,21.36078799958341,
dual,quota,0.2578125,33,1,1,inner_step,no_current_schedule,current_schedule,True,True,80218681,80218937,14.341122005134821,
dual,quota,0.2578125,33,1,1,inner_step,no_block_index,block_index,True,True,80218929,80218937,19.86507399851689,
dual,quota,0.2578125,33,1,1,inner_step,no_inner_step,inner_step,True,True,80218929,80218937,14.512946996546816,
dual,quota,0.2578125,33,1,1,inner_step,no_cache_state,past_key_values,True,True,2873,80218937,6.652021998888813,
dual,quota,0.2578125,33,1,1,inner_step,no_replace_position,replace_position,True,True,80218784,80218937,21.519106994674075,
dual,quota,0.2578125,33,1,1,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,80218937,5.771228999947198,
dual,quota,0.265625,34,1,2,inner_step,full,,True,True,80218937,80218937,19.626352994237095,
dual,quota,0.265625,34,1,2,inner_step,no_attention_mask,attention_mask,True,True,80217713,80218937,21.116827003424987,
dual,quota,0.265625,34,1,2,inner_step,no_current_schedule,current_schedule,True,True,80218681,80218937,14.455477998126298,
dual,quota,0.265625,34,1,2,inner_step,no_block_index,block_index,True,True,80218929,80218937,19.7808939992683,
dual,quota,0.265625,34,1,2,inner_step,no_inner_step,inner_step,True,True,80218929,80218937,14.229421001800802,
dual,quota,0.265625,34,1,2,inner_step,no_cache_state,past_key_values,True,True,2873,80218937,6.1621060012839735,
dual,quota,0.265625,34,1,2,inner_step,no_replace_position,replace_position,True,True,80218784,80218937,21.460727002704516,
dual,quota,0.265625,34,1,2,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,80218937,5.6230990012409166,
dual,quota,0.2734375,35,1,3,inner_step,full,,True,True,80218937,80218937,19.681696998304687,
dual,quota,0.2734375,35,1,3,inner_step,no_attention_mask,attention_mask,True,True,80217713,80218937,21.096709002449643,
dual,quota,0.2734375,35,1,3,inner_step,no_current_schedule,current_schedule,True,True,80218681,80218937,14.284044998930767,
dual,quota,0.2734375,35,1,3,inner_step,no_block_index,block_index,True,True,80218929,80218937,19.13146800507093,
dual,quota,0.2734375,35,1,3,inner_step,no_inner_step,inner_step,True,True,80218929,80218937,10.11361899873009,
dual,quota,0.2734375,35,1,3,inner_step,no_cache_state,past_key_values,True,True,2873,80218937,10.172048998356331,
dual,quota,0.2734375,35,1,3,inner_step,no_replace_position,replace_position,True,True,80218784,80218937,19.560278997232672,
dual,quota,0.2734375,35,1,3,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,80218937,5.795764998765662,
dual,quota,0.5,64,2,0,block_boundary,full,,True,True,2464,2464,0.09138300083577633,
dual,quota,0.5,64,2,0,block_boundary,no_attention_mask,attention_mask,True,True,1240,2464,0.05720800254493952,
dual,quota,0.5,64,2,0,block_boundary,no_current_schedule,current_schedule,True,True,2464,2464,0.07092400483088568,
dual,quota,0.5,64,2,0,block_boundary,no_block_index,block_index,True,True,2456,2464,0.06979200406931341,
dual,quota,0.5,64,2,0,block_boundary,no_inner_step,inner_step,True,True,2456,2464,0.0721360047464259,
dual,quota,0.5,64,2,0,block_boundary,no_cache_state,past_key_values,True,True,2464,2464,0.06989199755480513,
dual,quota,0.5,64,2,0,block_boundary,no_replace_position,replace_position,True,True,2464,2464,0.06984200445003808,
dual,quota,0.5,64,2,0,block_boundary,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2464,0.0603239968768321,
dual,quota,0.75,96,3,0,block_boundary,full,,True,True,2464,2464,0.08749499829718843,
dual,quota,0.75,96,3,0,block_boundary,no_attention_mask,attention_mask,True,True,1240,2464,0.04954399628331885,
dual,quota,0.75,96,3,0,block_boundary,no_current_schedule,current_schedule,True,True,2464,2464,0.06512300024041906,
dual,quota,0.75,96,3,0,block_boundary,no_block_index,block_index,True,True,2456,2464,0.06438200216507539,
dual,quota,0.75,96,3,0,block_boundary,no_inner_step,inner_step,True,True,2456,2464,0.06350000330712646,
dual,quota,0.75,96,3,0,block_boundary,no_cache_state,past_key_values,True,True,2464,2464,0.0661450030747801,
dual,quota,0.75,96,3,0,block_boundary,no_replace_position,replace_position,True,True,2464,2464,0.06403100269380957,
dual,quota,0.75,96,3,0,block_boundary,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2464,0.0504749987157993,
dual,quota,0.9921875,127,3,31,inner_step,full,,True,True,80218937,80218937,19.330433002323844,
dual,quota,0.9921875,127,3,31,inner_step,no_attention_mask,attention_mask,True,True,80217713,80218937,20.588599996699486,
dual,quota,0.9921875,127,3,31,inner_step,no_current_schedule,current_schedule,True,True,80218681,80218937,14.35605000006035,
dual,quota,0.9921875,127,3,31,inner_step,no_block_index,block_index,True,True,80218929,80218937,16.645584000798408,
dual,quota,0.9921875,127,3,31,inner_step,no_inner_step,inner_step,True,True,80218929,80218937,9.591272006218787,
dual,quota,0.9921875,127,3,31,inner_step,no_cache_state,past_key_values,True,True,2873,80218937,13.10137099790154,
dual,quota,0.9921875,127,3,31,inner_step,no_replace_position,replace_position,True,True,80218784,80218937,17.201733993715607,
dual,quota,0.9921875,127,3,31,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,80218937,6.150324996269774,
