batch_size,cache_mode,mean_latency_ms,mean_memory_peak_delta_mb,num_calls,p50_latency_ms,p95_latency_ms,p95_memory_peak_delta_mb,phase,total_latency_ms
1,dual,44.559000147273764,11.665825076219512,41,44.41972999484278,45.36524598370306,12.220703125,refine,1826.9190060382243
1,dual,38.69878074328881,117.51123046875,4,38.66754149203189,40.354620304424316,117.5458984375,warmup,154.79512297315523
2,dual,47.74736182653436,22.658203125,41,47.6788459927775,47.99770799581893,22.658203125,refine,1957.6418348879088
2,dual,72.00447650393471,233.48388671875,4,71.93312649906147,72.72626556223258,235.28125,warmup,288.01790601573884
4,dual,53.804001658047525,45.799209222560975,41,53.48711399710737,56.527687003836036,46.439453125,refine,2205.9640679799486
4,dual,110.4224417504156,465.123046875,4,110.56565200851765,110.93236969754798,467.0625,warmup,441.6897670016624
8,dual,91.98041626595801,92.08846227134147,41,91.81196501594968,92.17708400683478,95.673828125,refine,3771.1970669042785
8,dual,204.647336009657,928.685546875,4,204.73272001254372,204.83223611518042,930.625,warmup,818.589344038628
