attention_mask_length,attention_mask_tokens,block_index,block_ranges,block_size,cache_mode,experiment_batch_size,has_past_key_values,mask_counts,memory_after_bytes,memory_before_bytes,memory_peak_bytes,memory_peak_delta_bytes,memory_peak_delta_mb,memory_peak_mb,model_batch_size,model_call_index,model_call_latency_ms,model_query_length,num_blocks,past_length,phase,prompt_lens,record_index,sequence_length,step_index,steps_per_block,use_cache
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[14, 14, 14, 14]",17427504640,16975044096,17436548608,461504512,440.125,16628.78857421875,4,16,98.5783759970218,128,4,25,refine,"[25, 25, 25, 25]",16,153,16,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[13, 13, 13, 13]",17428323840,16976518656,17437367808,460849152,439.5,16629.56982421875,4,17,98.96017599385232,128,4,25,refine,"[25, 25, 25, 25]",17,153,17,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[12, 12, 12, 12]",17426718208,16975863296,17435762176,459898880,438.59375,16628.03857421875,4,18,98.71890101931058,128,4,25,refine,"[25, 25, 25, 25]",18,153,18,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[11, 11, 11, 11]",17426914816,16974913024,17435958784,461045760,439.6875,16628.22607421875,4,19,98.86346501298249,128,4,25,refine,"[25, 25, 25, 25]",19,153,19,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[10, 10, 10, 10]",17426423296,16976059904,17435467264,459407360,438.125,16627.75732421875,4,20,98.66692300420254,128,4,25,refine,"[25, 25, 25, 25]",20,153,20,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[9, 9, 9, 9]",17427865088,16974421504,17436909056,462487552,441.0625,16629.13232421875,4,21,98.59504702035338,128,4,25,refine,"[25, 25, 25, 25]",21,153,21,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[8, 8, 8, 8]",17429798400,16977501696,17438842368,461340672,439.96875,16630.97607421875,4,22,98.70084701105952,128,4,25,refine,"[25, 25, 25, 25]",22,153,22,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[7, 7, 7, 7]",17427373568,16976354816,17436417536,460062720,438.75,16628.66357421875,4,23,98.72772698872723,128,4,25,refine,"[25, 25, 25, 25]",23,153,23,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[6, 6, 6, 6]",17427537408,16975076864,17436581376,461504512,440.125,16628.81982421875,4,24,98.62103598425165,128,4,25,refine,"[25, 25, 25, 25]",24,153,24,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[5, 5, 5, 5]",17428356608,16976518656,17437400576,460881920,439.53125,16629.60107421875,4,25,98.71227800613269,128,4,25,refine,"[25, 25, 25, 25]",25,153,25,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[4, 4, 4, 4]",17427570176,16975896064,17436614144,460718080,439.375,16628.85107421875,4,26,98.61765001551248,128,4,25,refine,"[25, 25, 25, 25]",26,153,26,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[3, 3, 3, 3]",17426095616,16975732224,17435139584,459407360,438.125,16627.44482421875,4,27,99.20861598220654,128,4,25,refine,"[25, 25, 25, 25]",27,153,27,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[2, 2, 2, 2]",17425276416,16974421504,17434320384,459898880,438.59375,16626.66357421875,4,28,99.18968100100756,128,4,25,refine,"[25, 25, 25, 25]",28,153,28,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[1, 1, 1, 1]",17428356608,16974913024,17437400576,462487552,441.0625,16629.60107421875,4,29,98.61789099522866,128,4,25,refine,"[25, 25, 25, 25]",29,153,29,32,True
153,612,1,"[[57, 89], [57, 89], [57, 89], [57, 89]]",32,prefix,4,False,"[32, 32, 32, 32]",17453785600,16977506816,17463812608,486305792,463.77734375,16654.78955078125,4,30,109.83647999819368,153,4,,warmup,"[25, 25, 25, 25]",30,153,0,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[22, 22, 22, 22]",17395486208,16974056960,17403055616,428998656,409.125,16596.84716796875,4,31,89.0007260022685,96,4,57,refine,"[25, 25, 25, 25]",31,153,1,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[18, 18, 18, 18]",17361208832,16942040576,17367500288,425459712,405.75,16562.93896484375,4,32,86.98457697755657,96,4,57,refine,"[25, 25, 25, 25]",32,153,2,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[16, 16, 16, 16]",17361307136,16939779584,17367598592,427819008,408.0,16563.03271484375,4,33,86.79603101336397,96,4,57,refine,"[25, 25, 25, 25]",33,153,3,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[15, 15, 15, 15]",17360717312,16942138880,17367008768,424869888,405.1875,16562.47021484375,4,34,86.84792899293825,96,4,57,refine,"[25, 25, 25, 25]",34,153,4,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[14, 14, 14, 14]",17358095872,16939189760,17364387328,425197568,405.5,16559.97021484375,4,35,86.98715199716389,96,4,57,refine,"[25, 25, 25, 25]",35,153,5,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[13, 13, 13, 13]",17357506048,16939517440,17363797504,424280064,404.625,16559.40771484375,4,36,86.54020799440332,96,4,57,refine,"[25, 25, 25, 25]",36,153,6,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[12, 12, 12, 12]",17358423552,16938599936,17364944384,426344448,406.59375,16560.50146484375,4,37,87.10500501911156,96,4,57,refine,"[25, 25, 25, 25]",37,153,7,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[11, 11, 11, 11]",17359013376,16940434944,17365304832,424869888,405.1875,16560.84521484375,4,38,86.83701799600385,96,4,57,refine,"[25, 25, 25, 25]",38,153,8,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[10, 10, 10, 10]",17359930880,16939189760,17366222336,427032576,407.25,16561.72021484375,4,39,87.30972101329826,96,4,57,refine,"[25, 25, 25, 25]",39,153,9,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[9, 9, 9, 9]",17359341056,16941352448,17366681088,425328640,405.625,16562.15771484375,4,40,86.91040700068697,96,4,57,refine,"[25, 25, 25, 25]",40,153,10,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[8, 8, 8, 8]",17359013376,16938599936,17365304832,426704896,406.9375,16560.84521484375,4,41,86.91317299962975,96,4,57,refine,"[25, 25, 25, 25]",41,153,11,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[7, 7, 7, 7]",17359013376,16941024768,17365304832,424280064,404.625,16560.84521484375,4,42,86.96313601103611,96,4,57,refine,"[25, 25, 25, 25]",42,153,12,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[6, 6, 6, 6]",17358423552,16938599936,17365763584,427163648,407.375,16561.28271484375,4,43,86.88551001250744,96,4,57,refine,"[25, 25, 25, 25]",43,153,13,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[5, 5, 5, 5]",17358423552,16940434944,17365763584,425328640,405.625,16561.28271484375,4,44,86.68262598803267,96,4,57,refine,"[25, 25, 25, 25]",44,153,14,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,4,True,"[4, 4, 4, 4]",17360258560,16938599936,17367500288,428900352,409.03125,16562.93896484375,4,45,86.81186099420302,96,4,57,refine,"[25, 25, 25, 25]",45,153,15,32,True
153,612,2,"[[89, 121], [89, 121], [89, 121], [89, 121]]",32,prefix,4,False,"[32, 32, 32, 32]",17418328576,16942275072,17428355584,486080512,463.5625,16620.97509765625,4,46,109.75446499651298,153,4,,warmup,"[25, 25, 25, 25]",46,153,0,32,True
153,612,3,"[[121, 153], [121, 153], [121, 153], [121, 153]]",32,prefix,4,False,"[32, 32, 32, 32]",17417705984,16942049792,17427732992,485683200,463.18359375,16620.38134765625,4,47,109.86026501632296,153,4,,warmup,"[25, 25, 25, 25]",47,153,0,32,True
153,1224,0,"[[25, 57], [25, 57], [25, 57], [25, 57], [25, 57], [25, 57], [25, 57], [25, 57]]",32,prefix,8,False,"[32, 32, 32, 32, 32, 32, 32, 32]",17000115200,16044338176,17020169216,975831040,930.625,16231.6982421875,8,0,206.39208500506356,153,4,,warmup,"[25, 25, 25, 25, 25, 25, 25, 25]",0,153,0,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[31, 31, 31, 31, 31, 31, 31, 31]",17900856320,17000129536,17917633536,917504000,875.0,17087.5869140625,8,1,187.49319898779504,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",1,153,1,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[30, 30, 30, 30, 30, 30, 30, 30]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,2,186.08054998912849,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",2,153,2,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[29, 29, 29, 29, 29, 29, 29, 29]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,3,186.78876798367128,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",3,153,3,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[26, 26, 26, 26, 26, 26, 26, 26]",18802583552,17900873728,18819360768,918487040,875.9375,17947.541015625,8,4,189.0650569985155,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",4,153,4,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[25, 25, 25, 25, 25, 25, 25, 25]",18802583552,17901856768,18819360768,917504000,875.0,17947.541015625,8,5,187.3450690181926,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",5,153,5,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[24, 24, 24, 24, 24, 24, 24, 24]",18802583552,17900873728,18819360768,918487040,875.9375,17947.541015625,8,6,187.82105698483065,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",6,153,6,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[23, 23, 23, 23, 23, 23, 23, 23]",18802583552,17901856768,18819360768,917504000,875.0,17947.541015625,8,7,186.52230498264544,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",7,153,7,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[22, 22, 22, 22, 22, 22, 22, 22]",18802583552,17900873728,18819360768,918487040,875.9375,17947.541015625,8,8,186.72498702653684,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",8,153,8,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[21, 21, 21, 21, 21, 21, 21, 21]",18802583552,17901856768,18819360768,917504000,875.0,17947.541015625,8,9,188.41407800209709,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",9,153,9,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[20, 20, 20, 20, 20, 20, 20, 20]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,10,187.80603999039158,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",10,153,10,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[19, 19, 19, 19, 19, 19, 19, 19]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,11,188.0014089983888,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",11,153,11,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[18, 18, 18, 18, 18, 18, 18, 18]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,12,187.6873660075944,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",12,153,12,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[17, 17, 17, 17, 17, 17, 17, 17]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,13,187.19051699736156,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",13,153,13,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[16, 16, 16, 16, 16, 16, 16, 16]",18802583552,17900873728,18819360768,918487040,875.9375,17947.541015625,8,14,187.91118799708784,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",14,153,14,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[15, 15, 15, 15, 15, 15, 15, 15]",18802583552,17901856768,18819360768,917504000,875.0,17947.541015625,8,15,187.78773499070667,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",15,153,15,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[14, 14, 14, 14, 14, 14, 14, 14]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,16,187.61359600466676,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",16,153,16,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[13, 13, 13, 13, 13, 13, 13, 13]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,17,188.33386598271318,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",17,153,17,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[12, 12, 12, 12, 12, 12, 12, 12]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,18,187.9405039944686,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",18,153,18,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[11, 11, 11, 11, 11, 11, 11, 11]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,19,188.14650300191715,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",19,153,19,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[10, 10, 10, 10, 10, 10, 10, 10]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,20,188.61713202204555,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",20,153,20,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[9, 9, 9, 9, 9, 9, 9, 9]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,21,187.77383901760913,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",21,153,21,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[8, 8, 8, 8, 8, 8, 8, 8]",18801600512,17900873728,18819360768,918487040,875.9375,17947.541015625,8,22,188.3118549885694,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",22,153,22,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[7, 7, 7, 7, 7, 7, 7, 7]",18801600512,17900873728,18819360768,918487040,875.9375,17947.541015625,8,23,188.39854901307262,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",23,153,23,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[6, 6, 6, 6, 6, 6, 6, 6]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,24,188.3317530155182,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",24,153,24,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[5, 5, 5, 5, 5, 5, 5, 5]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,25,188.5673869983293,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",25,153,25,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[4, 4, 4, 4, 4, 4, 4, 4]",18801600512,17900873728,18818377728,917504000,875.0,17946.603515625,8,26,188.15428801462986,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",26,153,26,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[3, 3, 3, 3, 3, 3, 3, 3]",18801797120,17900873728,18818574336,917700608,875.1875,17946.791015625,8,27,188.5722570004873,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",27,153,27,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[2, 2, 2, 2, 2, 2, 2, 2]",18802780160,17901070336,18819557376,918487040,875.9375,17947.728515625,8,28,188.00932299927808,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",28,153,28,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[1, 1, 1, 1, 1, 1, 1, 1]",18802583552,17901856768,18819360768,917504000,875.0,17947.541015625,8,29,189.32515897904523,128,4,25,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",29,153,29,32,True
153,1224,1,"[[57, 89], [57, 89], [57, 89], [57, 89], [57, 89], [57, 89], [57, 89], [57, 89]]",32,prefix,8,False,"[32, 32, 32, 32, 32, 32, 32, 32]",18852196352,17900883968,18872250368,971366400,926.3671875,17997.98046875,8,30,206.55293899471872,153,4,,warmup,"[25, 25, 25, 25, 25, 25, 25, 25]",30,153,0,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[27, 27, 27, 27, 27, 27, 27, 27]",18735138816,17896409088,18747721728,851312640,811.875,17879.220703125,8,31,157.5673749903217,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",31,153,1,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[21, 21, 21, 21, 21, 21, 21, 21]",18670385152,17834407936,18682968064,848560128,809.25,17817.466796875,8,32,156.3984570093453,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",32,153,2,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[19, 19, 19, 19, 19, 19, 19, 19]",18671302656,17831655424,18683885568,852230144,812.75,17818.341796875,8,33,156.41217300435528,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",33,153,3,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[17, 17, 17, 17, 17, 17, 17, 17]",18671302656,17835325440,18683885568,848560128,809.25,17818.341796875,8,34,156.59347499604337,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",34,153,4,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[16, 16, 16, 16, 16, 16, 16, 16]",18670385152,17831655424,18682968064,851312640,811.875,17817.466796875,8,35,157.42190898163244,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",35,153,5,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[15, 15, 15, 15, 15, 15, 15, 15]",18670385152,17834407936,18682968064,848560128,809.25,17817.466796875,8,36,156.12906799651682,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",36,153,6,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[14, 14, 14, 14, 14, 14, 14, 14]",18671302656,17831655424,18683885568,852230144,812.75,17818.341796875,8,37,156.54923100373708,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",37,153,7,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[13, 13, 13, 13, 13, 13, 13, 13]",18671302656,17835325440,18683885568,848560128,809.25,17818.341796875,8,38,156.76147301564924,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",38,153,8,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[12, 12, 12, 12, 12, 12, 12, 12]",18671302656,17831655424,18683885568,852230144,812.75,17818.341796875,8,39,156.169605004834,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",39,153,9,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[11, 11, 11, 11, 11, 11, 11, 11]",18671302656,17835325440,18683885568,848560128,809.25,17818.341796875,8,40,156.84910700656474,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",40,153,10,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[10, 10, 10, 10, 10, 10, 10, 10]",18671302656,17831655424,18683885568,852230144,812.75,17818.341796875,8,41,156.43062701565214,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",41,153,11,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[9, 9, 9, 9, 9, 9, 9, 9]",18671302656,17835325440,18683885568,848560128,809.25,17818.341796875,8,42,156.45050499006175,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",42,153,12,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[8, 8, 8, 8, 8, 8, 8, 8]",18671302656,17831655424,18683885568,852230144,812.75,17818.341796875,8,43,157.03464800026268,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",43,153,13,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[7, 7, 7, 7, 7, 7, 7, 7]",18671302656,17835325440,18683885568,848560128,809.25,17818.341796875,8,44,156.4857109915465,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",44,153,14,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[6, 6, 6, 6, 6, 6, 6, 6]",18671302656,17831655424,18683885568,852230144,812.75,17818.341796875,8,45,156.30871799658053,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",45,153,15,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[5, 5, 5, 5, 5, 5, 5, 5]",18671302656,17835325440,18683885568,848560128,809.25,17818.341796875,8,46,156.45519399549812,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",46,153,16,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[4, 4, 4, 4, 4, 4, 4, 4]",18671302656,17831655424,18683885568,852230144,812.75,17818.341796875,8,47,156.56109398696572,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",47,153,17,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[3, 3, 3, 3, 3, 3, 3, 3]",18671302656,17835325440,18683885568,848560128,809.25,17818.341796875,8,48,156.76314500160515,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",48,153,18,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[2, 2, 2, 2, 2, 2, 2, 2]",18671302656,17831655424,18683885568,852230144,812.75,17818.341796875,8,49,157.05871398677118,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",49,153,19,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,prefix,8,True,"[1, 1, 1, 1, 1, 1, 1, 1]",18671302656,17835325440,18683885568,848560128,809.25,17818.341796875,8,50,157.0081090030726,96,4,57,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",50,153,20,32,True
153,1224,2,"[[89, 121], [89, 121], [89, 121], [89, 121], [89, 121], [89, 121], [89, 121], [89, 121]]",32,prefix,8,False,"[32, 32, 32, 32, 32, 32, 32, 32]",18787442688,17831665664,18807496704,975831040,930.625,17936.2265625,8,51,207.14533800492063,153,4,,warmup,"[25, 25, 25, 25, 25, 25, 25, 25]",51,153,0,32,True
