attention_mask_length,attention_mask_tokens,block_index,block_ranges,block_size,cache_mode,experiment_batch_size,has_past_key_values,mask_counts,memory_after_bytes,memory_before_bytes,memory_peak_bytes,memory_peak_delta_bytes,memory_peak_delta_mb,memory_peak_mb,model_batch_size,model_call_index,model_call_latency_ms,model_query_length,num_blocks,past_length,phase,prompt_lens,record_index,replace_position_count,sequence_length,step_index,steps_per_block,use_cache
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[11, 11, 11, 11]",16588944384,16556471296,16604249088,47777792,45.564453125,15835.0458984375,4,19,53.55589499231428,32,4,153,refine,"[25, 25, 25, 25]",19,128,153,19,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[10, 10, 10, 10]",16588944384,16556569600,16604347392,47777792,45.564453125,15835.1396484375,4,20,53.57111300691031,32,4,153,refine,"[25, 25, 25, 25]",20,128,153,20,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[9, 9, 9, 9]",16588944384,16556471296,16604249088,47777792,45.564453125,15835.0458984375,4,21,53.43654900207184,32,4,153,refine,"[25, 25, 25, 25]",21,128,153,21,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[8, 8, 8, 8]",16588944384,16556569600,16604347392,47777792,45.564453125,15835.1396484375,4,22,53.47746700863354,32,4,153,refine,"[25, 25, 25, 25]",22,128,153,22,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[7, 7, 7, 7]",16588944384,16556471296,16604249088,47777792,45.564453125,15835.0458984375,4,23,53.420929005369544,32,4,153,refine,"[25, 25, 25, 25]",23,128,153,23,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[6, 6, 6, 6]",16588944384,16556569600,16604347392,47777792,45.564453125,15835.1396484375,4,24,53.55568398954347,32,4,153,refine,"[25, 25, 25, 25]",24,128,153,24,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[5, 5, 5, 5]",16588944384,16556471296,16604249088,47777792,45.564453125,15835.0458984375,4,25,53.45732902060263,32,4,153,refine,"[25, 25, 25, 25]",25,128,153,25,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[4, 4, 4, 4]",16588944384,16556569600,16604347392,47777792,45.564453125,15835.1396484375,4,26,53.413176006870344,32,4,153,refine,"[25, 25, 25, 25]",26,128,153,26,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[3, 3, 3, 3]",16588944384,16556471296,16604249088,47777792,45.564453125,15835.0458984375,4,27,56.866086000809446,32,4,153,refine,"[25, 25, 25, 25]",27,128,153,27,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[2, 2, 2, 2]",16588944384,16556569600,16604347392,47777792,45.564453125,15835.1396484375,4,28,56.995100021595135,32,4,153,refine,"[25, 25, 25, 25]",28,128,153,28,32,True
153,612,0,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[1, 1, 1, 1]",16588944384,16556471296,16604249088,47777792,45.564453125,15835.0458984375,4,29,53.24802300310694,32,4,153,refine,"[25, 25, 25, 25]",29,128,153,29,32,True
153,612,1,"[[57, 89], [57, 89], [57, 89], [57, 89]]",32,dual,4,False,"[32, 32, 32, 32]",17032225792,16556569600,17042252800,485683200,463.18359375,16252.7587890625,4,30,110.27606501011178,153,4,,warmup,"[25, 25, 25, 25]",30,,153,0,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[16, 16, 16, 16]",16909411328,16877036544,16924814336,47777792,45.564453125,16140.7607421875,4,31,54.04246397665702,32,4,153,refine,"[25, 25, 25, 25]",31,128,153,1,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[13, 13, 13, 13]",16584778752,16552403968,16601099264,48695296,46.439453125,15832.0419921875,4,32,54.589968000072986,32,4,153,refine,"[25, 25, 25, 25]",32,128,153,2,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[11, 11, 11, 11]",16584778752,16552403968,16601099264,48695296,46.439453125,15832.0419921875,4,33,53.441869997186586,32,4,153,refine,"[25, 25, 25, 25]",33,128,153,3,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[10, 10, 10, 10]",16584778752,16552403968,16601099264,48695296,46.439453125,15832.0419921875,4,34,53.41023000073619,32,4,153,refine,"[25, 25, 25, 25]",34,128,153,4,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[9, 9, 9, 9]",16584778752,16552403968,16601099264,48695296,46.439453125,15832.0419921875,4,35,53.41752400272526,32,4,153,refine,"[25, 25, 25, 25]",35,128,153,5,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[8, 8, 8, 8]",16584778752,16552403968,16601099264,48695296,46.439453125,15832.0419921875,4,36,53.4584799897857,32,4,153,refine,"[25, 25, 25, 25]",36,128,153,6,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[7, 7, 7, 7]",16584778752,16552403968,16601099264,48695296,46.439453125,15832.0419921875,4,37,54.30363700725138,32,4,153,refine,"[25, 25, 25, 25]",37,128,153,7,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[6, 6, 6, 6]",16584778752,16552403968,16601099264,48695296,46.439453125,15832.0419921875,4,38,53.25592801091261,32,4,153,refine,"[25, 25, 25, 25]",38,128,153,8,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[5, 5, 5, 5]",16584778752,16552403968,16601099264,48695296,46.439453125,15832.0419921875,4,39,53.377798991277814,32,4,153,refine,"[25, 25, 25, 25]",39,128,153,9,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[4, 4, 4, 4]",16584778752,16552403968,16601099264,48695296,46.439453125,15832.0419921875,4,40,53.315571014536545,32,4,153,refine,"[25, 25, 25, 25]",40,128,153,10,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[3, 3, 3, 3]",16584778752,16552403968,16601099264,48695296,46.439453125,15832.0419921875,4,41,53.166699974099174,32,4,153,refine,"[25, 25, 25, 25]",41,128,153,11,32,True
153,612,1,"[[0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,4,True,"[1, 1, 1, 1]",16584778752,16552403968,16601099264,48695296,46.439453125,15832.0419921875,4,42,53.366887994343415,32,4,153,refine,"[25, 25, 25, 25]",42,128,153,12,32,True
153,612,2,"[[89, 121], [89, 121], [89, 121], [89, 121]]",32,dual,4,False,"[32, 32, 32, 32]",17032127488,16552403968,17042154496,489750528,467.0625,16252.6650390625,4,43,109.61248198873363,153,4,,warmup,"[25, 25, 25, 25]",43,,153,0,32,True
153,612,3,"[[121, 153], [121, 153], [121, 153], [121, 153]]",32,dual,4,False,"[32, 32, 32, 32]",17352991744,16877335552,17363018752,485683200,463.18359375,16558.6650390625,4,44,110.85523900692351,153,4,,warmup,"[25, 25, 25, 25]",44,,153,0,32,True
153,1224,0,"[[25, 57], [25, 57], [25, 57], [25, 57], [25, 57], [25, 57], [25, 57], [25, 57]]",32,dual,8,False,"[32, 32, 32, 32, 32, 32, 32, 32]",17000158720,16044381696,17020212736,975831040,930.625,16231.73974609375,8,0,204.28637199802324,153,4,,warmup,"[25, 25, 25, 25, 25, 25, 25, 25]",0,,153,0,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[31, 31, 31, 31, 31, 31, 31, 31]",17064923648,17000174080,17095514624,95340544,90.923828125,16303.55322265625,8,1,95.62021697638556,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",1,256,153,1,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[30, 30, 30, 30, 30, 30, 30, 30]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,2,91.78903201245703,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",2,256,153,2,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[29, 29, 29, 29, 29, 29, 29, 29]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,3,91.85975400032476,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",3,256,153,3,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[26, 26, 26, 26, 26, 26, 26, 26]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,4,91.76861299783923,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",4,256,153,4,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[25, 25, 25, 25, 25, 25, 25, 25]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,5,91.69898097752593,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",5,256,153,5,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[24, 24, 24, 24, 24, 24, 24, 24]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,6,91.86996400239877,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",6,256,153,6,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[23, 23, 23, 23, 23, 23, 23, 23]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,7,91.58561698859558,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",7,256,153,7,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[22, 22, 22, 22, 22, 22, 22, 22]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,8,91.86842100461945,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",8,256,153,8,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[21, 21, 21, 21, 21, 21, 21, 21]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,9,91.92321501905099,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",9,256,153,9,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[20, 20, 20, 20, 20, 20, 20, 20]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,10,91.81436899234541,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",10,256,153,10,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[19, 19, 19, 19, 19, 19, 19, 19]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,11,91.90434898482636,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",11,256,153,11,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[18, 18, 18, 18, 18, 18, 18, 18]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,12,91.81801599333994,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",12,256,153,12,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[17, 17, 17, 17, 17, 17, 17, 17]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,13,91.72185399802402,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",13,256,153,13,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[16, 16, 16, 16, 16, 16, 16, 16]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,14,91.75842299009673,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",14,256,153,14,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[15, 15, 15, 15, 15, 15, 15, 15]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,15,91.72602201579139,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",15,256,153,15,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[14, 14, 14, 14, 14, 14, 14, 14]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,16,91.71252598753199,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",16,256,153,16,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[13, 13, 13, 13, 13, 13, 13, 13]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,17,91.75021800911054,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",17,256,153,17,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[12, 12, 12, 12, 12, 12, 12, 12]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,18,91.73016998101957,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",18,256,153,18,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[11, 11, 11, 11, 11, 11, 11, 11]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,19,91.65707198553719,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",19,256,153,19,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[10, 10, 10, 10, 10, 10, 10, 10]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,20,91.8020959943533,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",20,256,153,20,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[9, 9, 9, 9, 9, 9, 9, 9]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,21,91.86204898287542,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",21,256,153,21,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[8, 8, 8, 8, 8, 8, 8, 8]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,22,91.8770270072855,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",22,256,153,22,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[7, 7, 7, 7, 7, 7, 7, 7]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,23,91.81196501594968,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",23,256,153,23,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[6, 6, 6, 6, 6, 6, 6, 6]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,24,91.98014199500903,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",24,256,153,24,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[5, 5, 5, 5, 5, 5, 5, 5]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,25,91.78044498548843,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",25,256,153,25,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[4, 4, 4, 4, 4, 4, 4, 4]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,26,91.8524409935344,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",26,256,153,26,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[3, 3, 3, 3, 3, 3, 3, 3]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,27,91.74614999210462,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",27,256,153,27,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[2, 2, 2, 2, 2, 2, 2, 2]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,28,91.87881101388484,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",28,256,153,28,32,True
153,1224,0,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[1, 1, 1, 1, 1, 1, 1, 1]",17129677824,17064928256,17160268800,95340544,90.923828125,16365.3076171875,8,29,91.76498599117622,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",29,256,153,29,32,True
153,1224,1,"[[57, 89], [57, 89], [57, 89], [57, 89], [57, 89], [57, 89], [57, 89], [57, 89]]",32,dual,8,False,"[32, 32, 32, 32, 32, 32, 32, 32]",18017035264,17064928256,18037089280,972161024,927.125,17201.5087890625,8,30,204.83753201551735,153,4,,warmup,"[25, 25, 25, 25, 25, 25, 25, 25]",30,,153,0,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[16, 16, 16, 16, 16, 16, 16, 16]",17771406336,17706656768,17802587136,95930368,91.486328125,16977.8701171875,8,31,95.21153502282687,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",31,256,153,1,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[13, 13, 13, 13, 13, 13, 13, 13]",17126007808,17061258240,17160858624,99600384,94.986328125,16365.8701171875,8,32,91.72409900929779,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",32,256,153,2,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[11, 11, 11, 11, 11, 11, 11, 11]",17126007808,17061258240,17161579520,100321280,95.673828125,16366.5576171875,8,33,91.73578000627458,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",33,256,153,3,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[10, 10, 10, 10, 10, 10, 10, 10]",17126007808,17061258240,17160662016,99403776,94.798828125,16365.6826171875,8,34,91.83953702449799,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",34,256,153,4,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[9, 9, 9, 9, 9, 9, 9, 9]",17126007808,17061258240,17161579520,100321280,95.673828125,16366.5576171875,8,35,91.85182998771779,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",35,256,153,5,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[8, 8, 8, 8, 8, 8, 8, 8]",17126007808,17061258240,17160662016,99403776,94.798828125,16365.6826171875,8,36,91.61553299054503,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",36,256,153,6,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[7, 7, 7, 7, 7, 7, 7, 7]",17126007808,17061258240,17161579520,100321280,95.673828125,16366.5576171875,8,37,91.81711400742643,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",37,256,153,7,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[6, 6, 6, 6, 6, 6, 6, 6]",17126007808,17061258240,17160662016,99403776,94.798828125,16365.6826171875,8,38,91.69174698763527,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",38,256,153,8,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[5, 5, 5, 5, 5, 5, 5, 5]",17126007808,17061258240,17161579520,100321280,95.673828125,16366.5576171875,8,39,91.88886999618262,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",39,256,153,9,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[4, 4, 4, 4, 4, 4, 4, 4]",17126007808,17061258240,17160662016,99403776,94.798828125,16365.6826171875,8,40,91.67733998037875,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",40,256,153,10,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[3, 3, 3, 3, 3, 3, 3, 3]",17126007808,17061258240,17161579520,100321280,95.673828125,16366.5576171875,8,41,92.03365299617872,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",41,256,153,11,32,True
153,1224,1,"[[0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32], [0, 32]]",32,dual,8,True,"[1, 1, 1, 1, 1, 1, 1, 1]",17126007808,17061258240,17160662016,99403776,94.798828125,16365.6826171875,8,42,92.17708400683478,32,4,153,refine,"[25, 25, 25, 25, 25, 25, 25, 25]",42,256,153,12,32,True
153,1224,2,"[[89, 121], [89, 121], [89, 121], [89, 121], [89, 121], [89, 121], [89, 121], [89, 121]]",32,dual,8,False,"[32, 32, 32, 32, 32, 32, 32, 32]",18017035264,17061258240,18037089280,975831040,930.625,17201.5087890625,8,43,204.6632140118163,153,4,,warmup,"[25, 25, 25, 25, 25, 25, 25, 25]",43,,153,0,32,True
153,1224,3,"[[121, 153], [121, 153], [121, 153], [121, 153], [121, 153], [121, 153], [121, 153], [121, 153]]",32,dual,8,False,"[32, 32, 32, 32, 32, 32, 32, 32]",18657969152,17706656768,18678023168,971366400,926.3671875,17812.7509765625,8,44,204.80222601327114,153,4,,warmup,"[25, 25, 25, 25, 25, 25, 25, 25]",44,,153,0,32,True
