batch_size,refine_mean_latency_ms,refine_mean_memory_delta_mb,warmup_mean_latency_ms,warmup_mean_memory_delta_mb,warmup_time_fraction,warmup_to_refine_latency_ratio,warmup_to_refine_memory_delta_ratio
1,33.26679530247297,108.14977496603261,38.61066325043794,117.559814453125,0.09167285343991778,1.160636691913865,1.0870093302556374
2,59.61448852494041,215.5987215909091,73.29503749497235,232.8466796875,0.10053438585929732,1.2294836256845267,1.0800002800077744
4,94.71847822913497,427.9865056818182,110.06067850394174,464.396484375,0.0955417741610469,1.1619768450849919,1.0850727259149857
8,175.14578926457776,848.9795918367347,206.79248125088634,928.685546875,0.08790969886414253,1.1806877123291992,1.0938844181941105
