batch_size,end_ms,latency_ms,memory_mb,oom,operation_index,phase,policy,request_ids,start_ms
4,23775.08051317654,53.804001658047525,46.439453125,False,403,refine,current_memory_admission,"36,37,38,39",23721.276511518492
4,23828.88451483459,53.804001658047525,46.439453125,False,404,refine,current_memory_admission,"36,37,38,39",23775.08051317654
4,23882.68851649264,53.804001658047525,46.439453125,False,405,refine,current_memory_admission,"36,37,38,39",23828.88451483459
4,23993.110958243054,110.4224417504156,467.0625,False,406,warmup,current_memory_admission,"32,33,34,35",23882.68851649264
4,24046.914959901103,53.804001658047525,46.439453125,False,407,refine,current_memory_admission,"32,33,34,35",23993.110958243054
4,24100.718961559152,53.804001658047525,46.439453125,False,408,refine,current_memory_admission,"32,33,34,35",24046.914959901103
4,24154.5229632172,53.804001658047525,46.439453125,False,409,refine,current_memory_admission,"32,33,34,35",24100.718961559152
4,24208.32696487525,53.804001658047525,46.439453125,False,410,refine,current_memory_admission,"32,33,34,35",24154.5229632172
4,24262.1309665333,53.804001658047525,46.439453125,False,411,refine,current_memory_admission,"32,33,34,35",24208.32696487525
4,24315.934968191348,53.804001658047525,46.439453125,False,412,refine,current_memory_admission,"32,33,34,35",24262.1309665333
4,24369.738969849397,53.804001658047525,46.439453125,False,413,refine,current_memory_admission,"32,33,34,35",24315.934968191348
4,24423.542971507446,53.804001658047525,46.439453125,False,414,refine,current_memory_admission,"32,33,34,35",24369.738969849397
4,24477.346973165495,53.804001658047525,46.439453125,False,415,refine,current_memory_admission,"32,33,34,35",24423.542971507446
4,24531.150974823544,53.804001658047525,46.439453125,False,416,refine,current_memory_admission,"32,33,34,35",24477.346973165495
4,24641.57341657396,110.4224417504156,467.0625,False,417,warmup,current_memory_admission,"36,37,38,39",24531.150974823544
4,24695.37741823201,53.804001658047525,46.439453125,False,418,refine,current_memory_admission,"36,37,38,39",24641.57341657396
4,24749.181419890057,53.804001658047525,46.439453125,False,419,refine,current_memory_admission,"36,37,38,39",24695.37741823201
4,24802.985421548106,53.804001658047525,46.439453125,False,420,refine,current_memory_admission,"36,37,38,39",24749.181419890057
4,24856.789423206155,53.804001658047525,46.439453125,False,421,refine,current_memory_admission,"36,37,38,39",24802.985421548106
4,24910.593424864204,53.804001658047525,46.439453125,False,422,refine,current_memory_admission,"36,37,38,39",24856.789423206155
4,24964.397426522253,53.804001658047525,46.439453125,False,423,refine,current_memory_admission,"36,37,38,39",24910.593424864204
4,25018.201428180302,53.804001658047525,46.439453125,False,424,refine,current_memory_admission,"36,37,38,39",24964.397426522253
4,25072.00542983835,53.804001658047525,46.439453125,False,425,refine,current_memory_admission,"36,37,38,39",25018.201428180302
4,25125.8094314964,53.804001658047525,46.439453125,False,426,refine,current_memory_admission,"36,37,38,39",25072.00542983835
4,25179.61343315445,53.804001658047525,46.439453125,False,427,refine,current_memory_admission,"36,37,38,39",25125.8094314964
4,25290.035874904865,110.4224417504156,467.0625,False,428,warmup,current_memory_admission,"32,33,34,35",25179.61343315445
4,25343.839876562914,53.804001658047525,46.439453125,False,429,refine,current_memory_admission,"32,33,34,35",25290.035874904865
4,25397.643878220963,53.804001658047525,46.439453125,False,430,refine,current_memory_admission,"32,33,34,35",25343.839876562914
4,25451.44787987901,53.804001658047525,46.439453125,False,431,refine,current_memory_admission,"32,33,34,35",25397.643878220963
4,25505.25188153706,53.804001658047525,46.439453125,False,432,refine,current_memory_admission,"32,33,34,35",25451.44787987901
4,25559.05588319511,53.804001658047525,46.439453125,False,433,refine,current_memory_admission,"32,33,34,35",25505.25188153706
4,25612.85988485316,53.804001658047525,46.439453125,False,434,refine,current_memory_admission,"32,33,34,35",25559.05588319511
4,25666.663886511207,53.804001658047525,46.439453125,False,435,refine,current_memory_admission,"32,33,34,35",25612.85988485316
4,25720.467888169256,53.804001658047525,46.439453125,False,436,refine,current_memory_admission,"32,33,34,35",25666.663886511207
4,25774.271889827305,53.804001658047525,46.439453125,False,437,refine,current_memory_admission,"32,33,34,35",25720.467888169256
4,25828.075891485354,53.804001658047525,46.439453125,False,438,refine,current_memory_admission,"32,33,34,35",25774.271889827305
