policy,request_id,arrival_ms,first_start_ms,completion_ms,latency_ms,first_wait_ms,service_ms,inter_iteration_delay_ms,dispatches,canvas,deadline_ms,service_class,slo_miss
arrival_dense,0,0.0,0.0,1474.7254999529105,1474.7254999529105,0.0,1474.7254999529105,0.0,16,256,100000.0,interactive_long,False
arrival_dense,1,925.2833673237534,941.4244589570444,3017.888807953568,2092.605440629815,16.141091633291012,2076.4643489965238,0.0,16,32,20925.283367323755,interactive_short,False
arrival_dense,2,1673.3377834459232,1696.5793759736698,6990.442409965908,5317.104626519985,23.24159252774666,5293.863033992238,0.0,16,32,21673.337783445924,interactive_short,False
arrival_dense,3,1803.4024122012502,1821.6212259721942,8178.047786001116,6374.645373799865,18.218813770944053,6356.426560028922,0.0,16,32,21803.40241220125,interactive_short,False
arrival_dense,4,1819.71578961132,1821.6212259721942,8178.047786001116,6358.331996389796,1.9054363608743188,6356.426560028922,0.0,16,256,101819.71578961132,interactive_long,False
arrival_dense,5,2009.2148113906542,2026.3790029566735,8869.9727760104,6860.7579646197455,17.164191566019326,6843.593773053726,0.0,16,256,102009.21481139066,interactive_long,False
arrival_dense,6,2165.025227937358,2293.0943759565707,9559.399248013506,7394.374020076148,128.06914801921266,7266.304872056935,0.0,16,256,102165.02522793735,interactive_long,False
arrival_dense,7,2283.5088348716827,2293.0943759565707,9559.399248013506,7275.890413141823,9.585541084888064,7266.304872056935,0.0,16,32,22283.50883487168,interactive_short,False
arrival_dense,8,3715.069487498412,3922.393081971677,13039.276905998122,9324.207418499711,207.32359447326508,9116.883824026445,0.0,16,32,23715.06948749841,interactive_short,False
arrival_dense,9,4760.29091075436,5008.814766944852,15304.912262014113,10544.621351259753,248.52385619049164,10296.097495069262,0.0,16,32,24760.29091075436,interactive_short,False
arrival_dense,10,4949.2240628752925,5008.814766944852,15304.912262014113,10355.688199138822,59.59070406955925,10296.097495069262,0.0,16,32,24949.22406287529,interactive_short,False
arrival_dense,11,5481.965645171785,5894.93451899034,16879.95378204505,11397.988136873264,412.96887381855504,10985.01926305471,0.0,16,256,105481.96564517179,interactive_long,False
arrival_dense,12,5733.75156084558,5894.93451899034,16879.95378204505,11146.20222119947,161.18295814476005,10985.01926305471,0.0,16,32,25733.75156084558,interactive_short,False
arrival_dense,13,6963.649392422645,6990.442409965908,18454.42848201492,11490.779089592274,26.793017543262977,11463.98607204901,0.0,16,32,26963.649392422645,interactive_short,False
arrival_dense,14,7270.680491259453,7537.486569985049,19240.311079018284,11969.630587758831,266.8060787255954,11702.824509033235,0.0,16,256,107270.68049125945,interactive_long,False
arrival_dense,15,7424.541368399712,7537.486569985049,19240.311079018284,11815.769710618571,112.94520158533669,11702.824509033235,0.0,16,256,107424.54136839972,interactive_long,False
arrival_dense,16,7566.139116298556,8178.047786001116,20028.78767400398,12462.648557705423,611.9086697025605,11850.739888002863,0.0,16,32,27566.139116298556,interactive_short,False
arrival_dense,17,7978.186512353906,8178.047786001116,20028.78767400398,12050.601161650073,199.8612736472096,11850.739888002863,0.0,16,256,107978.1865123539,interactive_long,False
arrival_dense,18,8130.594936963502,8178.047786001116,20028.78767400398,11898.192737040477,47.452849037614214,11850.739888002863,0.0,16,256,108130.5949369635,interactive_long,False
