request_id,cache_mode,block,inner_step,progress,distance_to_boundary_steps,distance_to_boundary_ms,immediate_strategy,immediate_recovery_ms,boundary_wait_ms,boundary_checkpoint_bytes,boundary_resume_ms,total_boundary_cost_ms,winner,median_iteration_ms,repetition
shape0_p25_g128,prefix,0,13,0.1015625,19,670.5574789957609,full_offload_pinned,8.124461965053342,670.5574789957609,1224,6.567379052285105,677.124858048046,immediate,32.300313003361225,0
shape0_p25_g128,prefix,0,13,0.1015625,19,670.7064700021874,full_offload_pinned,8.124461965053342,670.7064700021874,1224,6.358094047755003,677.0645640499424,immediate,32.300313003361225,1
shape0_p25_g128,dual,0,13,0.1015625,19,885.2419930044562,full_offload_pinned,43.895845985389315,885.2419930044562,1224,6.437964999349788,891.679958003806,immediate,46.1810469860211,0
shape0_p25_g128,dual,0,13,0.1015625,19,885.114392003743,full_offload_pinned,43.895845985389315,885.114392003743,1224,6.352461961796507,891.4668539655395,immediate,46.1810469860211,1
