request_id,cache_mode,prompt_length,generation_length,block,inner_step,progress,semantic_bytes,cache_bytes,full_offload_ms,full_offload_p95_ms,semantic_only_ms,semantic_only_p95_ms,restart_ms,restart_p95_ms,keep_resume_ms,keep_gpu_bytes,median_iteration_ms
shape0_p25_g128,prefix,25,128,0,0,0.0,1224,0,0.685838982462883,0.7057473485474475,7.082135489326902,7.125953756622039,0.5063065036665648,0.5110786150908098,0.23536899243481457,2464,32.65765099786222
shape0_p25_g128,prefix,25,128,0,1,0.0078125,1224,13107200,2.9222879820736125,8.62389683170476,52.71380853082519,53.18192440754501,47.06194299797062,47.5231174408691,0.6400380079867318,13109920,32.65765099786222
shape0_p25_g128,prefix,25,128,0,13,0.1015625,1224,13107200,2.9182540019974113,3.4029647926217867,52.82602999068331,53.0998086091131,469.13429799315054,469.47638958954485,0.6363364955177531,13109920,32.65765099786222
shape0_p25_g128,prefix,25,128,0,16,0.125,1224,13107200,2.907845046138391,3.430532867787405,52.77486100385431,53.751466832181904,575.1625279954169,575.8370954950806,0.6386409950209782,13109920,32.65765099786222
shape0_p25_g128,prefix,25,128,0,31,0.2421875,1224,13107200,2.9175275412853807,3.3968697491218327,52.875457011396065,54.313891917990986,1105.7242009992478,1106.8037303601159,0.6432694935938343,13109920,32.65765099786222
shape0_p25_g128,prefix,25,128,1,0,0.25,1224,0,0.6752344925189391,0.7039077565423213,7.088270998792723,7.1215320596820675,1141.4341595082078,1143.3326866550487,0.22947750403545797,2464,32.65765099786222
shape0_p25_g128,prefix,25,128,1,1,0.2578125,1224,29884416,4.278658496332355,14.876585108868293,53.12825000146404,53.533479254110716,1189.2277775041293,1189.5962277427316,0.6373234937200323,29887136,32.65765099786222
shape0_p25_g128,prefix,25,128,1,16,0.375,1224,29884416,4.29599046765361,4.870196362026035,52.96963949513156,54.24914151953999,1696.2527770083398,1699.4892376984353,0.6373234937200323,29887136,32.65765099786222
shape0_p25_g128,prefix,25,128,2,0,0.5,1224,0,0.6810350023442879,0.7370660125161521,7.143475959310308,7.767335060634649,2239.9428139906377,2241.300907492405,0.23278950538951904,2464,32.65765099786222
shape0_p25_g128,prefix,25,128,3,0,0.75,1224,0,0.6774325156584382,0.7137932363548316,7.147615498979576,7.20839584391797,3270.267755506211,3273.2459546081373,0.23259900626726449,2464,32.65765099786222
shape0_p25_g128,prefix,25,128,3,19,0.8984375,1224,63438848,6.947246991330758,29.412397500709588,53.03887798800133,53.69342272315407,3867.8754219872644,3869.299150040024,0.6304455018835142,63441568,32.65765099786222
shape0_p25_g128,prefix,25,128,3,31,0.9921875,1224,63438848,6.937525497050956,7.73990203742869,52.93084098957479,53.62494960863842,4231.10839498986,4236.1728826057515,0.6307609874056652,63441568,32.65765099786222
shape0_p25_g128,dual,25,128,0,0,0.0,1224,0,0.6886060145916417,0.703892600722611,7.063367986120284,7.134632191446144,0.5110000056447461,0.5160681568668224,0.2332955045858398,2464,46.38578549202066
shape0_p25_g128,dual,25,128,0,1,0.0078125,1224,80216064,8.294507511891425,47.83171534363639,52.60866948810872,53.06522372411564,46.77197300770786,47.19640609982889,0.6009295029798523,80218937,46.38578549202066
shape0_p25_g128,dual,25,128,0,13,0.1015625,1224,80216064,8.275481974123977,8.73009615461342,52.39740751858335,52.88520545873325,607.7246905042557,608.3805684043909,0.6010050128679723,80218937,46.38578549202066
shape0_p25_g128,dual,25,128,0,16,0.125,1224,80216064,8.240346011007205,8.79869820055319,52.503161001368426,53.1349347656942,747.1941045077983,750.1531652567792,0.6012604862917215,80218937,46.38578549202066
shape0_p25_g128,dual,25,128,0,31,0.2421875,1224,80216064,8.178985997801647,8.880773119744845,52.382642490556464,52.89957827044418,1448.3734384994023,1456.6129673010437,0.5987865006318316,80218937,46.38578549202066
shape0_p25_g128,dual,25,128,1,0,0.25,1224,0,0.6916869897395372,0.7395489010377787,7.110733014997095,7.129760563839227,1494.50917050126,1499.322349904105,0.2327444963157177,2464,46.38578549202066
shape0_p25_g128,dual,25,128,1,1,0.2578125,1224,80216064,8.232295003836043,8.94072670780588,52.716505495482124,56.1805100966012,1541.9860870024422,1546.8539576497278,0.5952690116828308,80218937,46.38578549202066
shape0_p25_g128,dual,25,128,1,16,0.375,1224,80216064,8.19863801007159,8.969937202346046,52.6113559899386,53.0963698081905,2244.715628985432,2251.022062600532,0.5986059841234237,80218937,46.38578549202066
shape0_p25_g128,dual,25,128,2,0,0.5,1224,0,0.687648993334733,0.7099631504388526,7.157010491937399,7.208373688627034,2992.485217488138,3001.969210751122,0.23050550953485072,2464,46.38578549202066
shape0_p25_g128,dual,25,128,3,0,0.75,1224,0,0.6872630037833005,0.7349021077970974,7.180024025728926,7.226232046377845,4489.56300750433,4497.917435206182,0.22889699903316796,2464,46.38578549202066
shape0_p25_g128,dual,25,128,3,19,0.8984375,1224,80216064,8.185839003999718,8.865768006944563,52.81629400269594,53.45941139530623,5367.022408507182,5373.070329808979,0.59692699869629,80218937,46.38578549202066
shape0_p25_g128,dual,25,128,3,31,0.9921875,1224,80216064,8.154239505529404,8.664687923737802,52.371854515513405,55.3906162182102,5931.005552483839,5939.3439201885485,0.595956007600762,80218937,46.38578549202066
