ar_optimistic_parallel_ms,ar_optimistic_serial_ms,ar_probe_ms,ar_verified_parallel_ms,ar_verified_serial_ms,dllm_incremental_parallel_ms,dllm_incremental_serial_ms,dllm_saved_vs_ar_verified_parallel_ms,dllm_saved_vs_ar_verified_serial_ms,dllm_vs_ar_optimistic_parallel_speedup,dllm_vs_ar_optimistic_serial_speedup,dllm_vs_ar_verified_parallel_speedup,dllm_vs_ar_verified_serial_speedup,dllm_vs_no_spec_parallel_speedup,dllm_vs_no_spec_serial_speedup,generation_ms,no_spec_parallel_ms,no_spec_serial_ms,num_calls,request_index,tool_latency_ms
1520.7050100085326,1520.7050100085326,100.0,1620.7050100085326,1620.7050100085326,1420.7050100085326,1420.7050100085326,200.0,200.0,1.0703875887643977,1.0703875887643977,1.1407751775287953,1.1407751775287953,1.0703875887643977,1.211162766293193,1420.7050100085326,1520.7050100085326,1720.7050100085326,3,0,100.0
1720.7050100085326,1720.7050100085326,100.0,1820.7050100085326,1820.7050100085326,1420.7050100085326,1547.1366733390216,400.0,273.5683366695109,1.211162766293193,1.1121868155932964,1.2815503550575904,1.176822346327747,1.211162766293193,1.5,1420.7050100085326,1720.7050100085326,2320.7050100085326,3,0,300.0
1920.7050100085326,1973.5683366695107,100.0,2020.7050100085326,2073.5683366695107,1447.1366733390216,1973.5683366695107,573.5683366695109,100.0,1.3272450663397484,1.0,1.396347039803849,1.0506696414519674,1.3272450663397484,1.479910756440975,1420.7050100085326,1920.7050100085326,2920.7050100085326,3,0,500.0
2420.7050100085326,3473.5683366695107,100.0,2520.7050100085326,3573.5683366695107,1947.1366733390216,3473.5683366695107,573.5683366695109,100.0,1.243212684119096,1.0,1.2945701472952769,1.028788839115191,1.243212684119096,1.2726696530885426,1420.7050100085326,2420.7050100085326,4420.705010008533,3,0,1000.0
3420.7050100085326,6473.56833666951,100.0,3520.7050100085326,6573.56833666951,2947.1366733390214,6473.56833666951,573.5683366695112,100.0,1.16068760602574,1.0,1.194618845423166,1.015447430968412,1.16068760602574,1.1463082837905594,1420.7050100085326,3420.7050100085326,7420.705010008533,3,0,2000.0
1035.738826985471,1035.738826985471,100.0,1135.738826985471,1135.738826985471,935.738826985471,935.738826985471,200.0,200.0,1.1068674261622284,1.1068674261622284,1.2137348523244567,1.2137348523244567,1.1068674261622284,1.320602278486685,935.738826985471,1035.738826985471,1235.738826985471,3,1,100.0
1235.738826985471,1301.030925850916,100.0,1335.738826985471,1401.030925850916,1102.0618517018322,1301.030925850916,233.67697528363874,100.0,1.12129716229376,1.0,1.2120361710395735,1.0768621237305307,1.12129716229376,1.4109878485669654,935.738826985471,1235.738826985471,1835.738826985471,3,1,300.0
1435.738826985471,1901.030925850916,100.0,1535.738826985471,2001.030925850916,1302.0618517018322,1901.030925850916,233.67697528363874,100.0,1.1026656107840953,1.0,1.179466877843181,1.0526030369312585,1.1026656107840953,1.2812725947081665,935.738826985471,1435.738826985471,2435.738826985471,3,1,500.0
1935.738826985471,3401.030925850916,100.0,2035.738826985471,3501.030925850916,1802.0618517018322,3401.030925850916,233.67697528363874,100.0,1.0741800150518679,1.0,1.1296720060207472,1.0294028493654408,1.0741800150518679,1.1572193587157031,935.738826985471,1935.738826985471,3935.738826985471,3,1,1000.0
2935.738826985471,6401.030925850916,100.0,3035.738826985471,6501.030925850916,2802.061851701832,6401.030925850916,233.67697528363897,100.0,1.0477066468759246,1.0,1.0833946528131473,1.0156224834965482,1.0477066468759246,1.0835346536094845,935.738826985471,2935.738826985471,6935.738826985471,3,1,2000.0
802.846078958828,802.846078958828,100.0,902.846078958828,902.846078958828,714.9903190889745,727.134559219121,187.8557598698535,175.711519739707,1.1228768523492703,1.1041231210644349,1.2627388859043789,1.241649248425774,1.1228768523492703,1.379175375787113,702.846078958828,802.846078958828,1002.846078958828,3,2,100.0
