ar_parallel_ms,ar_serial_ms,bias_strength,dllm_parallel_ms,dllm_serial_ms,dllm_vs_ar_parallel_speedup,dllm_vs_ar_serial_speedup,dllm_vs_no_spec_parallel_speedup,dllm_vs_no_spec_serial_speedup,generation_ms,no_spec_parallel_ms,no_spec_serial_ms,num_calls,prompt_format,request_index,tool_latency_ms
1537.2945729992352,1537.2945729992352,0.0,1437.2945729992352,1437.2945729992352,1.069575160081018,1.069575160081018,1.069575160081018,1.1391503201620357,1437.2945729992352,1537.2945729992352,1637.2945729992352,2,action_list,0,100.0
1737.2945729992352,1737.2945729992352,0.0,1437.2945729992352,1437.2945729992352,1.2087254802430536,1.2087254802430536,1.2087254802430536,1.4174509604861072,1437.2945729992352,1737.2945729992352,2037.2945729992352,2,action_list,0,300.0
1937.2945729992352,1937.2945729992352,0.0,1526.6389807137396,1526.6389807137396,1.2689932573931164,1.2689932573931164,1.2689932573931164,1.5965101139103253,1437.2945729992352,1937.2945729992352,2437.2945729992352,2,action_list,0,500.0
2437.2945729992352,2821.3111845709914,0.0,2026.6389807137396,2410.655592285496,1.202628882693686,1.1703501709657997,1.202628882693686,1.4258754274144996,1437.2945729992352,2437.2945729992352,3437.2945729992352,2,action_list,0,1000.0
3437.2945729992352,4821.311184570992,0.0,3026.6389807137393,4410.655592285496,1.1356804015616873,1.0931053408485933,1.1356804015616873,1.2327633521214836,1437.2945729992352,3437.2945729992352,5437.294572999235,2,action_list,0,2000.0
923.9727370091714,923.9727370091714,0.0,823.9727370091714,823.9727370091714,1.121363238743768,1.121363238743768,1.121363238743768,1.242726477487536,823.9727370091714,923.9727370091714,1023.9727370091714,2,action_list,1,100.0
1123.9727370091714,1123.9727370091714,0.0,849.3151580061142,874.6575790030571,1.3233871153881842,1.2850431574494399,1.3233871153881842,1.628034525959552,823.9727370091714,1123.9727370091714,1423.9727370091714,2,action_list,1,300.0
1323.9727370091714,1411.9863685045857,0.0,1049.3151580061142,1274.657579003057,1.2617493675827152,1.1077377891629039,1.2617493675827152,1.4309511566516147,823.9727370091714,1323.9727370091714,1823.9727370091714,2,action_list,1,500.0
1823.9727370091714,2411.9863685045857,0.0,1549.3151580061142,2274.657579003057,1.1772767648878661,1.060373390161748,1.1772767648878661,1.241493560646992,823.9727370091714,1823.9727370091714,2823.9727370091714,2,action_list,1,1000.0
2823.9727370091714,4411.986368504586,0.0,2549.315158006114,4274.6575790030565,1.1077377891629039,1.032126266715744,1.1077377891629039,1.128505066862976,823.9727370091714,2823.9727370091714,4823.972737009171,2,action_list,1,2000.0
796.426962967962,796.426962967962,0.0,696.426962967962,696.426962967962,1.1435900752231507,1.1435900752231507,1.1435900752231507,1.2871801504463012,696.426962967962,796.426962967962,896.426962967962,2,action_list,2,100.0
996.426962967962,996.426962967962,0.0,764.2846419786413,832.1423209893206,1.3037380423978324,1.1974237312955385,1.3037380423978324,1.557938985036431,696.426962967962,996.426962967962,1296.426962967962,2,action_list,2,300.0
1196.426962967962,1386.9038683155345,0.0,964.2846419786413,1232.1423209893205,1.2407404524383814,1.1256036292966154,1.2407404524383814,1.376810887889846,696.426962967962,1196.426962967962,1696.426962967962,2,action_list,2,500.0
1696.426962967962,2386.9038683155345,0.0,1464.2846419786413,2232.142320989321,1.15853633530953,1.069333189855753,1.15853633530953,1.207999569567259,696.426962967962,1696.426962967962,2696.426962967962,2,action_list,2,1000.0
2696.426962967962,4386.903868315534,0.0,2464.2846419786415,4232.14232098932,1.0942027219724615,1.0365681339586983,1.0942027219724615,1.109704401876095,696.426962967962,2696.426962967962,4696.426962967962,2,action_list,2,2000.0
685.7605870114639,685.7605870114639,0.0,585.7605870114639,585.7605870114639,1.170718211872529,1.170718211872529,1.170718211872529,1.3414364237450578,585.7605870114639,685.7605870114639,785.7605870114639,2,action_list,3,100.0
885.7605870114639,934.7203354351223,0.0,718.4004192939028,851.0402515763417,1.232962235576164,1.0983268226194753,1.232962235576164,1.3933072904779011,585.7605870114639,885.7605870114639,1185.760587011464,2,action_list,3,300.0
1085.760587011464,1334.7203354351223,0.0,918.4004192939028,1251.0402515763417,1.182230064579275,1.0668884024741343,1.182230064579275,1.2675536098965372,585.7605870114639,1085.760587011464,1585.760587011464,2,action_list,3,500.0
1585.760587011464,2334.7203354351223,0.0,1418.4004192939028,2251.0402515763417,1.1179921871433702,1.0371739615940594,1.1179921871433702,1.1486958463762373,585.7605870114639,1585.760587011464,2585.760587011464,2,action_list,3,1000.0
2585.760587011464,4334.720335435122,0.0,2418.400419293903,4251.040251576342,1.0692028360491375,1.0196846133902757,1.0692028360491375,1.0787384535611027,585.7605870114639,2585.760587011464,4585.760587011464,2,action_list,3,2000.0
688.0289060296491,688.0289060296491,0.0,588.0289060296491,588.0289060296491,1.1700596670922125,1.1700596670922125,1.1700596670922125,1.3401193341844249,588.0289060296491,688.0289060296491,788.0289060296491,2,action_list,4,100.0
888.0289060296491,936.0165177312281,0.0,720.020647164035,852.012388298421,1.2333381126323986,1.0985949624518656,1.2333381126323986,1.3943798498074618,588.0289060296491,888.0289060296491,1188.028906029649,2,action_list,4,300.0
1088.028906029649,1336.016517731228,0.0,920.020647164035,1252.012388298421,1.1826135743621622,1.067095286131294,1.1826135743621622,1.268381144525175,588.0289060296491,1088.028906029649,1588.028906029649,2,action_list,4,500.0
1588.028906029649,2336.0165177312283,0.0,1420.020647164035,2252.012388298421,1.1183139549422385,1.037301806095427,1.1183139549422385,1.149207224381708,588.0289060296491,1588.028906029649,2588.028906029649,2,action_list,4,1000.0
2588.028906029649,4336.016517731228,0.0,2420.020647164035,4252.012388298421,1.0694243080374124,1.019756322832922,1.0694243080374124,1.0790252913316878,588.0289060296491,2588.028906029649,4588.028906029649,2,action_list,4,2000.0
683.4903449867852,683.4903449867852,0.0,583.4903449867852,583.4903449867852,1.1713824416447967,1.1713824416447967,1.1713824416447967,1.3427648832895933,583.4903449867852,683.4903449867852,783.4903449867852,2,action_list,5,100.0
883.4903449867852,933.4230542781629,0.0,716.7788178477037,850.0672907086222,1.232584338415122,1.0980578413975377,1.232584338415122,1.3922313655901513,583.4903449867852,883.4903449867852,1183.4903449867852,2,action_list,5,300.0
1083.4903449867852,1333.423054278163,0.0,916.7788178477037,1250.0672907086223,1.1818448723875028,1.0666810212450955,1.1818448723875028,1.2667240849803822,583.4903449867852,1083.4903449867852,1583.4903449867852,2,action_list,5,500.0
1583.4903449867852,2333.423054278163,0.0,1416.7788178477037,2250.0672907086223,1.1176694096770454,1.0370458980999138,1.1176694096770454,1.148183592399655,583.4903449867852,1583.4903449867852,2583.490344986785,2,action_list,5,1000.0
2583.490344986785,4333.423054278162,0.0,2416.778817847704,4250.067290708623,1.068980878973256,1.0196128103081497,1.068980878973256,1.0784512412325995,583.4903449867852,2583.490344986785,4583.490344986785,2,action_list,5,2000.0
624.5606189710088,624.5606189710088,0.0,524.5606189710088,524.5606189710088,1.1906357366211793,1.1906357366211793,1.1906357366211793,1.3812714732423585,524.5606189710088,624.5606189710088,724.5606189710088,2,action_list,6,100.0
