native_all_ready_fraction,native_all_ready_ms,native_generation_ms,num_calls,probe_all_ready,probe_first_call_ready,probe_latency_ms,probe_mode,probe_output_tokens,probe_prompt_tokens,probe_ready_count,probe_tool_name_ready_count,probe_tool_name_ready_fraction,prompt_format,request_index
0.5714285714285714,853.1391948594578,1492.9935910040513,3,False,False,536.129179992713,tool_names,8,171,0,2,0.6666666666666666,action_list,0
0.8571428571428571,821.5286288343901,958.4500669734553,3,False,False,149.14494997356087,tool_names,8,187,0,2,0.6666666666666666,action_list,1
0.75,529.9288799869828,706.5718399826437,3,False,False,149.6905309613794,tool_names,8,176,0,2,0.6666666666666666,action_list,2
0.75,541.8246944609564,722.4329259479418,3,False,False,150.11224802583456,tool_names,8,171,0,2,0.6666666666666666,action_list,3
0.6666666666666666,365.1799199869856,547.7698799804784,3,False,False,221.9503980013542,tool_names,12,163,0,2,0.6666666666666666,action_list,4
0.8571428571428571,571.4294211606361,666.6676580207422,3,False,False,148.3765179873444,tool_names,8,171,0,2,0.6666666666666666,action_list,5
0.6666666666666666,513.9417926548049,770.9126889822073,3,False,False,148.80969701334834,tool_names,8,168,0,2,0.6666666666666666,action_list,6
0.75,542.847885779338,723.7971810391173,3,False,False,203.84113298496231,tool_names,11,168,0,3,1.0,action_list,7
0.8571428571428571,577.1994419795061,673.3993489760906,3,False,False,185.1815470145084,tool_names,10,182,0,3,1.0,action_list,8
0.625,446.17799248953816,713.884787983261,3,False,False,203.6993249785155,tool_names,11,167,0,3,1.0,action_list,9
0.8333333333333334,507.1565266310548,608.5878319572657,3,False,False,148.80229404661804,tool_names,8,189,0,2,0.6666666666666666,action_list,10
0.75,536.2955512537155,715.060735004954,3,False,False,173.41028398368508,tool_names,8,185,0,3,1.0,action_list,11
0.6666666666666666,402.6709226503347,604.0063839755021,3,False,False,204.81198700144887,tool_names,11,169,0,3,1.0,action_list,12
0.8333333333333334,507.4306449872287,608.9167739846744,3,False,False,148.52709299884737,tool_names,8,186,0,3,1.0,action_list,13
0.6666666666666666,402.51679132537294,603.7751869880594,3,False,False,208.44603003934026,tool_names,11,167,0,3,1.0,action_list,14
0.8333333333333334,511.6037408394429,613.9244890073314,3,False,False,111.81123298592865,tool_names,6,178,0,2,0.6666666666666666,action_list,15
0.8571428571428571,578.9886839920655,675.4867979907431,3,False,False,148.60334701370448,tool_names,8,186,0,3,1.0,action_list,16
0.7142857142857143,476.61276571618924,667.257872002665,3,False,False,148.44244404230267,tool_names,8,174,0,2,0.6666666666666666,action_list,17
0.8571428571428571,579.1548454435542,675.6806530174799,3,False,False,148.47730996552855,tool_names,8,186,0,3,1.0,action_list,18
0.8571428571428571,572.509350853839,667.9275759961456,3,False,False,148.68144498905167,tool_names,8,174,0,2,0.6666666666666666,action_list,19
0.8571428571428571,579.722557682544,676.342983962968,3,False,False,205.69633704144508,tool_names,11,182,0,3,1.0,action_list,20
0.875,635.9846245977678,726.8395709688775,3,False,False,185.37752697011456,tool_names,10,187,0,2,0.6666666666666666,action_list,21
0.8571428571428571,575.9534674330747,671.9457120052539,3,False,False,185.18709804629907,tool_names,10,191,0,2,0.6666666666666666,action_list,22
0.75,537.1534815203631,716.2046420271508,3,False,False,221.72600403428078,tool_names,12,186,0,3,1.0,action_list,23
0.6666666666666666,406.4799539822464,609.7199309733696,3,False,False,148.61003996338695,tool_names,8,174,0,2,0.6666666666666666,action_list,24
0.75,533.9741692441748,711.9655589922331,3,False,False,148.9691979950294,tool_names,8,165,0,3,1.0,action_list,25
0.8333333333333334,506.4374199719168,607.7249039663002,3,False,False,222.9287460213527,tool_names,12,183,0,3,1.0,action_list,26
0.8571428571428571,580.3189611760899,677.0387880387716,3,False,False,148.97858595941216,tool_names,8,186,0,3,1.0,action_list,27
0.8571428571428571,580.4880171781406,677.236020041164,3,False,False,148.79144198494032,tool_names,8,186,0,3,1.0,action_list,28
0.6666666666666666,409.60574134563404,614.4086120184511,3,False,False,221.95648902561516,tool_names,12,178,0,3,1.0,action_list,29
0.8571428571428571,581.9322179969666,678.9209209964611,3,False,False,148.5075459931977,tool_names,8,186,0,2,0.6666666666666666,action_list,30
0.7777777777777778,600.4097229193172,771.9553580391221,3,False,False,167.2527230111882,tool_names,9,166,0,3,1.0,action_list,31
0.7142857142857143,476.850005714888,667.5900080008432,3,False,False,185.5678579886444,tool_names,10,172,0,2,0.6666666666666666,action_list,32
0.8333333333333334,508.52038582282455,610.2244629873894,3,False,False,148.65537598961964,tool_names,8,187,0,3,1.0,action_list,33
0.8571428571428571,580.9816945610302,677.8119769878685,3,False,False,149.00467498227954,tool_names,8,186,0,3,1.0,action_list,34
0.7777777777777778,602.0604061130952,774.0776650025509,3,False,False,148.67750799749047,tool_names,8,166,0,3,1.0,action_list,35
0.875,640.9087789870682,732.4671759852208,3,False,False,203.53128702845424,tool_names,11,179,0,3,1.0,action_list,36
0.8571428571428571,575.3555871779099,671.2481850408949,3,False,False,166.83860099874437,tool_names,9,173,0,2,0.6666666666666666,action_list,37
0.7777777777777778,611.4101240980542,786.0987309832126,3,False,False,148.28523702453822,tool_names,8,171,0,2,0.6666666666666666,action_list,38
0.8571428571428571,573.6391491788838,669.2456740420312,3,False,False,167.09636698942631,tool_names,9,170,0,2,0.6666666666666666,action_list,39
0.6666666666666666,367.7032040044044,551.5548060066067,3,False,False,203.7314249901101,tool_names,11,163,0,2,0.6666666666666666,action_list,40
0.6666666666666666,403.5640286747366,605.3460430121049,3,False,False,204.03149200137705,tool_names,11,164,0,3,1.0,action_list,41
0.6666666666666666,411.56264999881387,617.3439749982208,3,False,False,221.52862104121596,tool_names,12,183,0,2,0.6666666666666666,action_list,42
0.8571428571428571,581.2395385666085,678.1127949943766,3,False,False,151.73661499284208,tool_names,8,186,0,3,1.0,action_list,43
0.8571428571428571,582.1495200341035,679.1744400397874,3,False,False,148.50022201426327,tool_names,8,186,0,3,1.0,action_list,44
0.8333333333333334,506.4739808343196,607.7687770011835,3,False,False,222.07405202789232,tool_names,12,180,0,3,1.0,action_list,45
0.8571428571428571,577.5347699943397,673.7905649933964,3,False,False,148.76326901139691,tool_names,8,177,0,3,1.0,action_list,46
0.7777777777777778,603.7539635694379,776.2550960178487,3,False,False,148.5331149888225,tool_names,8,172,0,2,0.6666666666666666,action_list,47
0.8571428571428571,585.2496925508603,682.7913079760037,3,False,False,148.419791017659,tool_names,8,189,0,2,0.6666666666666666,action_list,48
0.875,641.2645950986189,732.8738229698502,3,False,False,114.53380598686635,tool_names,6,189,0,2,0.6666666666666666,action_list,49
0.7777777777777778,603.5961890140445,776.0522430180572,3,False,False,167.0090919942595,tool_names,9,172,0,2,0.6666666666666666,action_list,50
0.875,641.8064817844424,733.4931220393628,3,False,False,222.47342497576028,tool_names,12,177,0,3,1.0,action_list,51
0.8333333333333334,516.7282491553731,620.0738989864476,3,False,False,148.46978499554098,tool_names,8,187,0,3,1.0,action_list,52
0.8333333333333334,508.402279180397,610.0827350164764,3,False,False,148.6821660073474,tool_names,8,187,0,3,1.0,action_list,53
0.625,448.76746564114,718.027945025824,3,False,False,149.0362649783492,tool_names,8,170,0,2,0.6666666666666666,action_list,54
0.5714285714285714,375.5926154221275,657.2870769887231,3,False,False,204.10888799233362,tool_names,11,166,0,3,1.0,action_list,55
0.75,547.5019972363953,730.0026629818603,3,False,False,148.53448700159788,tool_names,8,174,0,2,0.6666666666666666,action_list,56
0.9,753.8951610156801,837.6612900174223,3,False,False,185.3631699923426,tool_names,10,173,0,2,0.6666666666666666,action_list,57
0.875,626.3025475273025,715.7743400312029,3,False,False,222.08442102419212,tool_names,12,179,0,3,1.0,action_list,58
0.6666666666666666,407.5546426465735,611.3319639698602,3,False,False,148.62495800480247,tool_names,8,173,0,2,0.6666666666666666,action_list,59
0.875,637.4182009822107,728.4779439796694,3,False,False,167.08064801059663,tool_names,9,182,0,3,1.0,action_list,60
0.875,636.3587107261992,727.2670979727991,3,False,False,167.53778199199587,tool_names,9,179,0,3,1.0,action_list,61
0.7142857142857143,436.55232501415804,611.1732550198212,3,False,False,204.1861439938657,tool_names,11,165,0,2,0.6666666666666666,action_list,62
0.8571428571428571,576.1872745351866,672.2184869577177,3,False,False,148.803184973076,tool_names,8,175,0,2,0.6666666666666666,action_list,63
0.75,531.268798498786,708.3583979983814,3,False,False,166.8098359950818,tool_names,9,185,0,2,0.6666666666666666,action_list,64
0.7142857142857143,477.99710001397347,669.1959400195628,3,False,False,148.4797439770773,tool_names,8,169,0,2,0.6666666666666666,action_list,65
