native_all_ready_fraction,native_all_ready_ms,native_generation_ms,num_calls,probe_all_ready,probe_latency_ms,probe_output_tokens,probe_prompt_tokens,probe_ready_count,prompt_format,request_index
0.7142857142857143,470.7587171495626,659.0622040093876,3,True,2304.24695299007,91,319,3,action_list,99
0.8333333333333334,502.2041425399948,602.6449710479937,3,True,2807.6290339813568,111,355,3,action_list,100
0.625,434.1866181130172,694.6985889808275,3,True,2656.9417499704286,105,341,3,action_list,101
0.6666666666666666,398.1391806543494,597.2087709815241,3,True,2580.852136015892,102,341,3,action_list,102
0.75,530.9184322832152,707.891243044287,3,True,2230.5540909874253,88,316,3,action_list,103
0.8571428571428571,570.9182023004229,666.0712360171601,3,True,2581.7946949973702,102,339,3,action_list,104
0.8571428571428571,566.5896908612922,661.0213060048409,3,True,2807.661124970764,111,354,3,action_list,105
0.7142857142857143,458.3707921639351,641.7191090295091,3,True,2807.080117985606,111,353,3,action_list,106
0.6666666666666666,400.5327159926916,600.7990739890374,3,True,2254.645195964258,89,316,3,action_list,107
0.7142857142857143,467.1389292759289,653.9945009863004,3,True,2782.7953579835594,110,355,3,action_list,108
0.8333333333333334,498.6222999771902,598.3467599726282,3,True,2633.4129360038787,104,341,3,action_list,109
0.8571428571428571,557.5230359931343,650.4435419919901,3,True,2754.2668209644035,109,353,3,action_list,110
0.8571428571428571,574.0781828894146,669.7578800376505,3,True,2756.0138170374557,109,349,3,action_list,111
0.6666666666666666,405.9638226560006,608.945733984001,3,True,2582.30258297408,102,341,3,action_list,112
0.8,441.54561040923,551.9320130115375,3,True,2681.3467869651504,106,345,3,action_list,113
0.6666666666666666,401.63038267443574,602.4455740116537,3,True,2355.1017660065554,93,318,3,action_list,114
0.8333333333333334,507.53029582362313,609.0363549883477,3,True,2633.4514020127244,104,341,3,action_list,115
0.8571428571428571,568.635389175532,663.4079540381208,3,True,2808.0288369674236,111,356,3,action_list,116
0.8571428571428571,557.1617965719529,650.0220960006118,3,True,2606.772714992985,103,344,3,action_list,117
0.8571428571428571,576.93689313185,673.0930419871584,3,True,2758.245716977399,109,354,3,action_list,118
0.875,640.5350568675203,732.0400649914518,3,True,2807.347751047928,111,357,3,action_list,119
