ar_optimistic_parallel_ms,ar_optimistic_serial_ms,ar_probe_ms,ar_verified_parallel_ms,ar_verified_serial_ms,dllm_incremental_parallel_ms,dllm_incremental_serial_ms,dllm_saved_vs_ar_verified_parallel_ms,dllm_saved_vs_ar_verified_serial_ms,dllm_vs_ar_optimistic_parallel_speedup,dllm_vs_ar_optimistic_serial_speedup,dllm_vs_ar_verified_parallel_speedup,dllm_vs_ar_verified_serial_speedup,dllm_vs_no_spec_parallel_speedup,dllm_vs_no_spec_serial_speedup,generation_ms,no_spec_parallel_ms,no_spec_serial_ms,num_calls,request_index,tool_latency_ms
1520.7050100085326,1520.7050100085326,200.0,1720.7050100085326,1720.7050100085326,1420.7050100085326,1420.7050100085326,300.0,300.0,1.0703875887643977,1.0703875887643977,1.211162766293193,1.211162766293193,1.0703875887643977,1.211162766293193,1420.7050100085326,1520.7050100085326,1720.7050100085326,3,0,100.0
1720.7050100085326,1720.7050100085326,200.0,1920.7050100085326,1920.7050100085326,1420.7050100085326,1547.1366733390216,500.0,373.5683366695109,1.211162766293193,1.1121868155932964,1.351937943821988,1.2414578770621976,1.211162766293193,1.5,1420.7050100085326,1720.7050100085326,2320.7050100085326,3,0,300.0
1920.7050100085326,1973.5683366695107,200.0,2120.7050100085326,2173.5683366695107,1447.1366733390216,1973.5683366695107,673.5683366695109,200.0,1.3272450663397484,1.0,1.4654490132679499,1.101339282903935,1.3272450663397484,1.479910756440975,1420.7050100085326,1920.7050100085326,2920.7050100085326,3,0,500.0
2420.7050100085326,3473.5683366695107,200.0,2620.7050100085326,3673.5683366695107,1947.1366733390216,3473.5683366695107,673.5683366695109,200.0,1.243212684119096,1.0,1.3459276104714577,1.0575776782303818,1.243212684119096,1.2726696530885426,1420.7050100085326,2420.7050100085326,4420.705010008533,3,0,1000.0
3420.7050100085326,6473.56833666951,200.0,3620.7050100085326,6673.56833666951,2947.1366733390214,6473.56833666951,673.5683366695112,200.0,1.16068760602574,1.0,1.2285500848205921,1.0308948619368241,1.16068760602574,1.1463082837905594,1420.7050100085326,3420.7050100085326,7420.705010008533,3,0,2000.0
1035.738826985471,1035.738826985471,200.0,1235.738826985471,1235.738826985471,935.738826985471,935.738826985471,300.0,300.0,1.1068674261622284,1.1068674261622284,1.320602278486685,1.320602278486685,1.1068674261622284,1.320602278486685,935.738826985471,1035.738826985471,1235.738826985471,3,1,100.0
1235.738826985471,1301.030925850916,200.0,1435.738826985471,1501.030925850916,1102.0618517018322,1301.030925850916,333.67697528363874,200.0,1.12129716229376,1.0,1.302775179785387,1.1537242474610614,1.12129716229376,1.4109878485669654,935.738826985471,1235.738826985471,1835.738826985471,3,1,300.0
1435.738826985471,1901.030925850916,200.0,1635.738826985471,2101.030925850916,1302.0618517018322,1901.030925850916,333.67697528363874,200.0,1.1026656107840953,1.0,1.2562681449022666,1.1052060738625167,1.1026656107840953,1.2812725947081665,935.738826985471,1435.738826985471,2435.738826985471,3,1,500.0
1935.738826985471,3401.030925850916,200.0,2135.738826985471,3601.030925850916,1802.0618517018322,3401.030925850916,333.67697528363874,200.0,1.0741800150518679,1.0,1.1851639969896264,1.0588056987308816,1.0741800150518679,1.1572193587157031,935.738826985471,1935.738826985471,3935.738826985471,3,1,1000.0
2935.738826985471,6401.030925850916,200.0,3135.738826985471,6601.030925850916,2802.061851701832,6401.030925850916,333.67697528363897,200.0,1.0477066468759246,1.0,1.11908265875037,1.0312449669930963,1.0477066468759246,1.0835346536094845,935.738826985471,2935.738826985471,6935.738826985471,3,1,2000.0
