action_ready_ms,bind_elapsed_ms,bind_fraction,bind_success,inflight_binding_upper_bound_ms,no_bind_elapsed_ms,request_index,restart_success,restart_with_result_ms,saved_ms,sequential_restart_path_ms,speedup,tool_latency_ms
245.37280058789563,2787.425133981742,0.75,False,2787.425133981742,2780.89173999615,5,True,1818.8288069795817,-223.2235264142646,2564.2016075674774,0.9199176603192217,500.0
246.18179111992225,2135.985917993821,0.25,False,2135.985917993821,2133.575523039326,6,True,1739.3135190359317,-50.49060783796722,2085.495310155854,0.9763619191434607,100.0
246.18179111992225,2135.985917993821,0.25,False,2135.985917993821,2133.575523039326,6,True,1739.3135190359317,149.50939216203278,2285.495310155854,1.0699954952429913,300.0
246.18179111992225,2135.985917993821,0.25,False,2135.985917993821,2133.575523039326,6,True,1739.3135190359317,349.5093921620328,2485.495310155854,1.1636290713425217,500.0
246.18179111992225,2142.4285109969787,0.5,False,2142.4285109969787,2133.575523039326,6,True,1739.3135190359317,-56.933200841124744,2085.495310155854,0.9734258573628527,100.0
246.18179111992225,2142.4285109969787,0.5,False,2142.4285109969787,2133.575523039326,6,True,1739.3135190359317,143.06679915887526,2285.495310155854,1.0667778637301177,300.0
246.18179111992225,2142.4285109969787,0.5,False,2142.4285109969787,2133.575523039326,6,True,1739.3135190359317,343.06679915887526,2485.495310155854,1.1601298700973828,500.0
246.18179111992225,2143.4705890133046,0.75,False,2143.4705890133046,2133.575523039326,6,True,1739.3135190359317,-57.975278857450576,2085.495310155854,0.9729526128538399,100.0
246.18179111992225,2143.4705890133046,0.75,False,2143.4705890133046,2133.575523039326,6,True,1739.3135190359317,142.02472114254942,2285.495310155854,1.0662592348458242,300.0
246.18179111992225,2143.4705890133046,0.75,False,2143.4705890133046,2133.575523039326,6,True,1739.3135190359317,342.0247211425494,2485.495310155854,1.1595658568378082,500.0
247.45841437288618,2640.334330033511,0.25,False,2640.334330033511,2639.5564199774526,7,True,1664.7953540086746,-628.0805616519501,2012.2537683815608,0.7621208214021977,100.0
247.45841437288618,2640.334330033511,0.25,False,2640.334330033511,2639.5564199774526,7,True,1664.7953540086746,-428.0805616519501,2212.253768381561,0.8378688044227653,300.0
247.45841437288618,2640.334330033511,0.25,False,2640.334330033511,2639.5564199774526,7,True,1664.7953540086746,-228.08056165195012,2412.253768381561,0.9136167874433329,500.0
247.45841437288618,2642.163314973004,0.5,False,2642.163314973004,2639.5564199774526,7,True,1664.7953540086746,-629.9095465914434,2012.2537683815608,0.7615932584402416,100.0
247.45841437288618,2642.163314973004,0.5,False,2642.163314973004,2639.5564199774526,7,True,1664.7953540086746,-429.90954659144336,2212.253768381561,0.8372888064279873,300.0
247.45841437288618,2642.163314973004,0.5,False,2642.163314973004,2639.5564199774526,7,True,1664.7953540086746,-229.90954659144336,2412.253768381561,0.9129843544157329,500.0
247.45841437288618,2642.618104000576,0.75,False,2642.618104000576,2639.5564199774526,7,True,1664.7953540086746,-630.364335619015,2012.2537683815608,0.7614621898394147,100.0
247.45841437288618,2642.618104000576,0.75,False,2642.618104000576,2639.5564199774526,7,True,1664.7953540086746,-430.36433561901504,2212.253768381561,0.837144710782273,300.0
247.45841437288618,2642.618104000576,0.75,False,2642.618104000576,2639.5564199774526,7,True,1664.7953540086746,-230.36433561901504,2412.253768381561,0.9128272317251314,500.0
507.3466407135129,1693.670630978886,0.25,False,1693.670630978886,1691.155469045043,8,True,2222.6113289943896,1136.2873387290165,2829.9579697079025,1.6709021919287104,100.0
507.3466407135129,1693.670630978886,0.25,False,1693.670630978886,1691.155469045043,8,True,2222.6113289943896,1336.2873387290165,3029.9579697079025,1.78898890627671,300.0
