policy,request_id,arrival_ms,first_start_ms,completion_ms,latency_ms,first_wait_ms,service_ms,inter_iteration_delay_ms,dispatches,canvas,deadline_ms,service_class,slo_miss
arrival_dense,0,0.0,0.0,535.2841620333493,535.2841620333493,0.0,535.2841620333493,0.0,16,32,,default,
arrival_dense,1,925.2833673237534,925.2833673237534,1383.9072593111255,458.6238919873721,0.0,458.6238919873722,-1.1368683772161603e-13,16,32,,default,
arrival_dense,2,1673.3377834459232,1673.3377834459232,3348.662139483814,1675.3243560378908,0.0,1675.3243560378905,2.2737367544323206e-13,16,32,,default,
arrival_dense,3,1803.4024122012502,1817.150631439027,4744.894013492477,2941.4916012912267,13.748219237776766,2927.7433820534497,0.0,16,32,,default,
arrival_dense,4,1819.71578961132,1909.441749434073,5004.019548490497,3184.303758879177,89.72595982275311,3094.577799056424,0.0,16,32,,default,
arrival_dense,5,2009.2148113906542,2032.4731364523457,5931.936107531975,3922.7212961413206,23.258325061691494,3899.462971079629,0.0,16,32,,default,
arrival_dense,6,2165.025227937358,2212.716132474917,6977.564494518184,4812.539266580826,47.69090453755871,4764.848362043267,0.0,16,256,,default,
arrival_dense,7,2283.5088348716827,2471.4022584809854,7068.594529511493,4785.085694639811,187.89342360930277,4597.192271030508,0.0,16,32,,default,
arrival_dense,8,3715.069487498412,3867.4815624687753,7473.4931605196025,3758.4236730211906,152.4120749703634,3606.011598050827,0.0,16,32,,default,
arrival_dense,9,4760.29091075436,5004.019548490497,7832.108749527571,3071.8178387732105,243.728637736137,2828.0892010370735,0.0,16,32,,default,
arrival_dense,10,4949.2240628752925,5004.019548490497,7832.108749527571,2882.884686652278,54.7954856152046,2828.0892010370735,0.0,16,32,,default,
arrival_dense,11,5481.965645171785,5583.253527510998,7985.984079554065,2504.0184343822802,101.28788233921296,2402.7305520430673,0.0,16,32,,default,
arrival_dense,12,5733.75156084558,5931.936107531975,8062.695858548715,2328.944297703135,198.18454668639515,2130.7597510167398,0.0,16,32,,default,
arrival_dense,13,6963.649392422645,6977.564494518184,8712.91580852968,1749.2664161070352,13.915102095538714,1735.3513140114956,9.094947017729282e-13,16,32,,default,
arrival_dense,14,7270.680491259453,7298.841394498332,9877.072696471907,2606.3922052124535,28.160903238878745,2578.231301973574,9.094947017729282e-13,16,32,,default,
arrival_dense,15,7424.541368399712,7473.4931605196025,10554.529307482619,3129.9879390829065,48.95179211989034,3081.036146963015,9.094947017729282e-13,16,32,,default,
arrival_dense,16,7566.139116298556,7648.945147535152,11255.644375501754,3689.505259203198,82.80603123659603,3606.699227966601,9.094947017729282e-13,16,32,,default,
arrival_dense,17,7978.186512353906,7985.984079554065,12420.19207945824,4442.005567104334,7.797567200158483,4434.207999904174,9.094947017729282e-13,16,32,,default,
arrival_dense,18,8130.594936963502,8135.884827541041,12939.600734490989,4809.005797527487,5.289890577539154,4803.715906949947,9.094947017729282e-13,16,256,,default,
arrival_dense,19,8569.834758022662,8712.91580852968,13399.217388490535,4829.382630467873,143.08105050701852,4686.301579960855,0.0,16,32,,default,
arrival_dense,20,9710.358526167056,9877.072696471907,14804.22225249614,5093.863726329084,166.714170304851,4927.149556024233,0.0,16,256,,default,
arrival_dense,21,9965.272008413487,10168.550789486937,15192.31869750339,5227.046689089902,203.27878107344986,5023.767908016453,0.0,16,32,,default,
arrival_dense,22,10089.067466738696,10168.550789486937,15192.31869750339,5103.251230764694,79.48332274824133,5023.767908016453,0.0,16,32,,default,
arrival_dense,23,13092.378183037934,13140.241515487753,20144.71064157234,7052.332458534405,47.8633324498187,7004.469126084587,0.0,16,32,,default,
arrival_dense,24,13448.569986676892,13601.043537477119,21253.43701157518,7804.867024898289,152.4735508002268,7652.393474098062,0.0,16,256,,default,
arrival_dense,25,13496.225253274672,13601.043537477119,21253.43701157518,7757.211758300509,104.8182842024471,7652.393474098062,0.0,16,32,,default,
arrival_dense,26,13520.356502077619,13601.043537477119,21253.43701157518,7733.080509497562,80.68703539950002,7652.393474098062,0.0,16,32,,default,
arrival_dense,27,13578.426331270277,13601.043537477119,21253.43701157518,7675.010680304904,22.61720620684173,7652.393474098062,0.0,16,32,,default,
arrival_dense,28,14072.113029852562,14376.196958488174,22115.79316157414,8043.680131721578,304.0839286356113,7739.596203085966,0.0,16,256,,default,
arrival_dense,29,14857.412445617798,15192.31869750339,23119.25889457026,8261.846448952461,334.9062518855917,7926.94019706687,0.0,16,32,,default,
arrival_dense,30,15131.641549509623,15192.31869750339,23119.25889457026,7987.617345060637,60.677147993766994,7926.94019706687,0.0,16,256,,default,
arrival_dense,31,15164.45922067037,15192.31869750339,23119.25889457026,7954.79967389989,27.85947683302038,7926.94019706687,0.0,16,32,,default,
arrival_dense,32,15404.784705644572,15620.837833513826,23594.119232569676,8189.334526925104,216.05312786925424,7973.28139905585,0.0,16,32,,default,
arrival_dense,33,18180.922665953716,18461.20262656742,27221.395999556727,9040.473333603011,280.27996061370504,8760.193372989306,0.0,16,256,,default,
arrival_dense,34,18557.492658628948,18992.309112581745,27919.58150656111,9362.088847932162,434.816453952797,8927.272393979365,0.0,16,32,,default,
arrival_dense,35,20329.075550704398,20676.818287567323,30203.820297537924,9874.744746833527,347.7427368629251,9527.002009970602,0.0,16,32,,default,
arrival_dense,36,21314.92441292001,21642.803825568728,31728.959901534574,10414.035488614565,327.87941264871915,10086.156075965846,0.0,16,256,,default,
arrival_dense,37,21320.698131775946,21642.803825568728,31728.959901534574,10408.261769758628,322.1056937927824,10086.156075965846,0.0,16,32,,default,
arrival_dense,38,21958.471597112468,22115.79316157414,32492.688966521848,10534.21736940938,157.3215644616721,10376.895804947708,0.0,16,256,,default,
arrival_dense,39,22530.86835785956,22589.77906957417,33258.596514511475,10727.728156651916,58.91071171461226,10668.817444937304,0.0,16,32,,default,
arrival_dense,40,22915.850430738814,23119.25889457026,34023.442658493615,11107.592227754802,203.40846383144526,10904.183763923356,0.0,16,32,,default,
arrival_dense,41,23071.035990633132,23119.25889457026,34023.442658493615,10952.406667860483,48.22290393712683,10904.183763923356,0.0,16,32,,default,
arrival_dense,42,23583.199233390063,23594.119232569676,34787.682136476826,11204.482903086762,10.919999179612205,11193.56290390715,0.0,16,32,,default,
arrival_dense,43,23642.338910438746,24067.417231577303,35553.97123347185,11911.632323033104,425.07832113855693,11486.554001894547,0.0,16,32,,default,
arrival_dense,44,23927.595984731,24067.417231577303,35553.97123347185,11626.37524874085,139.82124684630253,11486.554001894547,0.0,16,32,,default,
arrival_dense,45,24229.91118416317,24643.11176056773,36320.835326463304,12090.924142300133,413.20057640455707,11677.723565895576,0.0,16,32,,default,
arrival_dense,46,25767.471330099896,25883.359834536997,37856.86052851062,12089.389198410721,115.8885044371018,11973.50069397362,0.0,16,32,,default,
arrival_dense,47,26810.615555792752,27221.395999556727,39390.50301250219,12579.887456709435,410.7804437639752,12169.10701294546,0.0,16,32,,default,
arrival_dense,48,26963.463261044064,27221.395999556727,39390.50301250219,12427.039751458124,257.9327385126635,12169.10701294546,0.0,16,32,,default,
arrival_dense,49,27310.62330817154,27919.58150656111,40095.18897051722,12784.565662345682,608.9581983895696,12175.607463956112,0.0,16,32,,default,
arrival_dense,50,27409.02742845033,27919.58150656111,40095.18897051722,12686.161542066893,510.5540781107811,12175.607463956112,0.0,16,32,,default,
arrival_dense,51,28627.816715967445,30203.820297537924,41977.011575523386,13349.19485955594,1576.0035815704796,11773.191277985461,0.0,16,32,,default,
arrival_dense,52,29649.925618241297,31728.959901534574,43141.28832852267,13491.362710281373,2079.0342832932765,11412.328426988097,0.0,16,32,,default,
arrival_dense,53,29827.153459152123,31728.959901534574,43141.28832852267,13314.134869370548,1901.8064423824508,11412.328426988097,0.0,16,256,,default,
arrival_dense,54,30336.522172660403,32492.688966521848,43621.73425951888,13285.212086858479,2156.1667938614446,11129.045292997034,0.0,16,32,,default,
arrival_dense,55,30806.007940819716,33258.596514511475,44056.34254951993,13250.334608700217,2452.588573691759,10797.746035008458,0.0,16,32,,default,
arrival_dense,56,30888.94035919394,34023.442658493615,44452.68837652085,13563.748017326907,3134.5022992996746,10429.245718027232,0.0,16,32,,default,
arrival_dense,57,31607.756924464968,34023.442658493615,44452.68837652085,12844.93145205588,2415.685734028648,10429.245718027232,0.0,16,32,,default,
arrival_dense,58,31995.346807124406,34787.682136476826,44749.762532519264,12754.415725394858,2792.3353293524196,9962.080396042438,0.0,16,32,,default,
arrival_dense,59,32749.298738226305,35553.97123347185,45014.904264520475,12265.60552629417,2804.6724952455443,9460.933031048626,0.0,16,32,,default,
arrival_dense,60,33127.18641901434,35553.97123347185,45014.904264520475,11887.717845506137,2426.784814457511,9460.933031048626,0.0,16,256,,default,
